Australian Bureau of Statistics

"2016 Census - Employment, Income and Education"
"SA1 (UR) by HEAP - 1 Digit Level"
"Counting: Persons Place of Usual Residence"

Filters:
"Default Summation","Persons Place of Usual Residence"

"HEAP - 1 Digit Level","Postgraduate Degree Level","Graduate Diploma and Graduate Certificate Level","Bachelor Degree Level","Advanced Diploma and Diploma Level","Certificate III & IV Level","Secondary Education - Years 10 and above","Certificate I & II Level","Secondary Education - Years 9 and below","Supplementary Codes","Not stated","Not applicable","Total",
"SA1 (UR)",
"8104412",35,9,55,19,16,39,0,10,8,7,80,267,
"8104423",34,11,61,34,27,48,0,15,6,4,95,330,
"8111901",0,0,3,0,0,3,0,0,0,0,0,10,
"8103927",62,9,92,36,36,108,0,12,15,19,129,508,
"8103907",30,8,41,36,21,41,0,3,3,9,55,241,
"8103922",53,12,73,20,26,68,0,11,3,14,124,409,
"8103912",37,8,65,23,22,71,0,12,7,8,105,371,
"8103924",43,13,89,23,27,72,0,3,13,10,122,405,
"8103923",52,10,112,36,21,86,3,16,12,15,128,494,
"8103908",26,6,45,13,21,41,0,5,6,12,47,225,
"8103925",57,15,86,31,25,70,0,8,4,9,99,396,
"8103919",44,8,43,15,20,42,0,9,0,0,49,236,
"8103914",49,13,112,35,29,87,0,8,18,23,129,486,
"8103708",52,22,86,39,51,84,0,8,13,14,141,507,
"8104502",0,0,0,0,0,0,0,0,0,0,0,0,
"8103703",49,16,87,38,46,74,0,3,8,15,99,431,
"8103707",40,8,67,27,33,55,0,0,3,14,57,308,
"8103702",53,10,77,26,32,56,0,3,4,22,79,350,
"8103704",71,11,83,32,28,66,0,8,11,18,139,477,
"8103706",42,14,55,31,21,37,0,4,3,16,85,304,
"8105604",60,20,72,23,26,84,0,23,8,20,92,427,
"8105602",51,36,119,27,32,95,0,24,6,39,120,560,
"8105606",41,9,47,14,7,22,0,3,7,14,47,206,
"8105605",69,26,106,25,24,50,0,18,12,20,118,470,
"8105601",71,26,105,27,27,100,5,20,13,31,99,518,
"8105603",77,24,119,9,18,85,0,12,11,18,67,445,
"8105607",49,27,83,16,22,51,0,16,4,10,94,377,
"8111303",0,0,0,3,0,5,0,0,0,4,0,14,
"8104425",0,0,0,0,0,0,0,0,0,0,0,0,
"8104411",29,7,57,33,19,75,0,12,5,14,97,351,
"8104413",41,10,64,25,24,59,0,10,5,10,102,352,
"8104405",56,20,66,32,39,77,0,5,3,6,153,453,
"8104404",55,12,104,49,47,102,0,18,13,20,173,594,
"8104409",38,13,68,29,22,67,0,4,7,0,102,346,
"8101304",33,10,58,27,5,73,0,14,3,9,64,298,
"8101302",36,14,72,47,52,130,0,19,18,64,108,567,
"8101310",15,8,54,17,17,52,0,13,5,21,42,247,
"8101303",59,16,106,20,15,70,0,8,7,4,70,376,
"8101307",31,10,44,17,21,40,0,0,0,18,22,208,
"8101305",36,20,78,35,32,81,0,24,14,9,68,401,
"8101306",35,18,99,24,8,62,0,11,3,9,71,341,
"8101308",29,26,73,25,15,44,0,14,8,3,61,300,
"8101309",0,0,0,0,0,4,0,0,0,0,0,4,
"8101301",18,10,54,13,14,38,0,0,5,9,44,218,
"8101404",35,9,75,41,60,106,0,21,18,36,104,509,
"8101406",18,7,30,22,24,68,0,18,4,15,54,259,
"8101402",19,16,64,24,67,113,0,10,9,42,112,474,
"8101403",30,16,69,45,82,138,0,28,16,22,124,576,
"8101407",34,16,85,37,69,172,0,23,14,39,113,610,
"8101405",16,11,51,22,42,91,0,25,10,26,81,379,
"8101401",19,6,42,18,35,66,0,22,9,8,43,267,
"8109404",65,25,137,62,53,133,0,13,21,29,89,614,
"8109405",38,13,112,45,42,102,0,20,7,15,125,516,
"8109406",50,13,82,40,39,104,0,23,8,25,96,483,
"8109403",14,10,40,12,20,32,0,12,10,19,49,221,
"8109401",25,17,87,31,35,83,0,14,15,23,96,413,
"8109407",30,14,67,34,36,69,0,15,9,12,63,347,
"8101511",13,0,33,18,24,56,0,8,7,23,36,219,
"8101505",30,15,58,52,62,113,0,22,19,36,110,520,
"8101506",21,15,52,32,27,85,0,13,12,21,41,309,
"8101515",23,6,43,25,43,111,0,35,13,78,64,449,
"8101501",46,20,92,48,68,133,0,24,20,18,88,562,
"8101514",0,0,0,0,0,0,0,0,0,0,0,0,
"8101513",25,4,61,24,21,57,0,6,8,21,37,254,
"8101508",9,12,51,35,44,78,0,11,6,8,65,326,
"8101510",8,13,42,30,57,74,0,21,6,29,83,369,
"8101503",6,12,33,20,58,75,0,21,5,16,69,319,
"8101502",7,8,21,19,39,70,0,21,5,5,50,243,
"8101509",15,9,33,20,50,104,0,28,12,32,87,400,
"8101504",14,7,38,18,60,96,0,20,12,15,78,350,
"8101512",17,6,29,17,25,85,3,14,4,30,51,281,
"8110301",44,29,99,25,19,67,0,9,6,27,61,397,
"8110306",60,22,101,39,24,93,0,42,22,93,88,584,
"8110303",42,13,72,24,12,53,0,6,4,13,61,315,
"8110307",62,18,96,30,34,90,0,16,5,34,107,485,
"8110308",15,8,41,12,8,35,0,0,8,28,41,199,
"8110305",41,14,54,13,9,35,0,11,8,6,66,259,
"8110302",51,19,83,17,15,57,0,10,9,6,80,350,
"8110304",72,12,97,31,11,69,0,9,7,19,79,406,
"8103103",0,0,0,0,0,0,0,0,0,0,0,5,
"8110401",79,20,140,46,38,158,0,29,14,34,75,644,
"8110406",0,0,0,0,0,0,0,0,0,0,0,0,
"8110403",50,17,87,39,20,95,0,10,19,15,78,421,
"8110402",27,14,61,20,19,81,0,13,6,9,69,328,
"8110404",44,24,87,38,32,87,0,7,19,17,59,418,
"8110405",57,19,117,40,28,122,0,26,21,34,64,527,
"8108105",3,3,38,29,54,106,0,16,12,15,91,374,
"8108112",6,4,29,36,22,77,0,18,3,23,71,292,
"8108114",11,3,31,21,29,64,0,8,0,18,55,236,
"8108103",11,6,43,37,65,159,0,19,3,33,98,478,
"8108108",8,13,52,36,78,119,0,16,11,25,87,458,
"8108109",10,5,33,18,46,112,0,9,9,10,84,351,
"8108104",6,9,42,35,35,79,0,8,7,16,84,319,
"8108101",12,10,49,36,52,97,0,12,11,17,85,377,
"8108102",8,11,21,28,45,88,0,16,8,18,47,292,
"8108106",14,3,35,25,52,115,0,22,18,13,80,384,
"8108111",18,3,53,27,45,103,0,16,0,14,68,342,
"8111304",0,0,0,5,11,0,0,0,0,0,0,12,
"8111306",0,0,0,0,0,0,0,0,0,0,0,0,
"8101602",14,5,33,16,22,46,0,3,5,10,20,176,
"8101606",44,21,100,42,51,101,0,16,12,18,109,506,
"8101615",36,21,70,33,30,118,0,20,17,29,83,452,
"8101613",34,14,81,32,35,99,0,16,10,32,67,416,
"8101612",22,13,70,30,55,137,0,25,14,42,85,504,
"8101616",39,20,90,40,40,106,0,37,24,22,90,505,
"8101603",34,22,97,38,33,114,0,38,18,23,61,480,
"8101610",9,3,37,30,40,63,0,17,4,9,37,240,
"8101605",33,13,59,21,35,92,0,27,13,15,73,382,
"8101604",35,19,59,28,54,93,0,8,9,20,87,410,
"8101614",37,22,71,34,31,92,0,14,16,19,81,422,
"8101619",32,28,78,41,36,95,0,17,12,20,75,440,
"8101608",0,0,0,0,0,0,0,0,0,0,0,0,
"8101618",34,8,62,30,44,94,0,15,13,28,73,393,
"8101607",14,6,54,16,31,52,0,13,4,13,58,253,
"8101601",35,21,61,34,32,99,0,12,12,27,82,426,
"8101617",21,16,65,33,44,105,0,30,5,18,61,411,
"8101609",44,25,72,40,44,105,0,34,11,20,70,453,
"8101611",30,12,72,32,36,66,0,11,12,23,96,393,
"8108240",14,11,36,23,21,29,0,3,9,15,36,203,
"8108219",28,16,78,39,63,131,0,24,13,26,106,522,
"8108235",22,9,71,56,62,136,0,32,11,31,141,579,
"8108203",9,14,55,33,61,130,0,57,5,52,81,493,
"8108207",19,9,53,39,70,137,0,29,12,26,109,508,
"8108226",16,5,52,34,51,123,0,31,11,21,62,416,
"8108214",8,8,28,20,28,65,0,10,10,16,30,220,
"8108225",5,4,37,33,28,68,0,15,7,20,75,281,
"8108217",19,16,81,40,36,92,0,13,11,15,52,379,
"8108211",15,12,49,26,31,77,0,15,13,12,74,330,
"8108210",28,8,77,50,65,109,0,20,12,18,98,476,
"8108209",15,17,38,18,32,68,0,7,4,14,53,261,
"8108241",10,10,81,34,44,116,0,26,9,19,74,423,
"8108215",21,18,84,38,53,123,0,17,22,34,86,497,
"8108204",22,4,63,31,29,82,0,19,8,16,59,335,
"8108213",32,12,74,49,69,124,0,26,17,16,120,547,
"8108227",23,13,51,35,32,95,0,18,6,18,74,360,
"8108220",40,17,72,33,24,89,0,14,18,29,84,418,
"8108228",7,5,31,27,20,40,0,11,0,13,31,190,
"8108230",18,19,42,27,43,65,0,15,13,9,67,312,
"8108229",29,24,84,33,53,103,0,25,13,22,110,496,
"8108224",13,9,50,36,54,124,0,15,8,24,106,447,
"8108233",5,4,28,20,43,70,0,11,15,17,43,263,
"8108201",9,3,27,18,31,106,0,12,6,26,50,287,
"8108238",27,19,75,27,29,87,0,13,15,10,46,356,
"8108232",29,10,65,29,38,85,0,12,10,15,55,336,
"8108212",24,11,61,34,35,94,0,12,18,12,76,381,
"8108218",23,22,60,29,23,65,0,12,11,22,60,334,
"8108236",28,16,74,51,54,121,0,24,23,39,145,579,
"8108202",9,6,38,26,31,35,0,5,7,13,54,220,
"8108222",18,8,56,34,45,99,0,24,7,25,74,388,
"8108231",22,9,45,31,49,87,0,20,8,16,70,334,
"8108223",15,6,39,19,23,52,0,12,4,16,64,268,
"8108208",15,8,34,13,21,39,0,10,5,22,56,222,
"8108221",17,5,40,28,37,78,0,15,13,14,76,321,
"8108237",23,24,78,50,33,100,0,10,12,14,78,424,
"8108216",13,8,56,25,52,86,0,21,10,29,64,369,
"8108234",3,3,37,26,23,83,0,13,7,18,51,258,
"8108205",9,4,34,19,43,71,0,8,11,25,48,279,
"8108239",18,7,28,26,31,80,0,13,7,14,74,310,
"8108206",13,3,28,19,38,75,0,24,3,7,66,281,
"8113103",117,48,204,40,32,89,0,9,11,34,70,654,
"8113102",26,9,46,17,11,71,0,12,4,19,42,256,
"8113105",152,52,272,55,33,89,0,4,13,35,45,751,
"8113107",79,35,144,34,17,62,0,7,9,12,17,405,
"8113104",30,23,48,9,13,23,0,3,7,4,13,165,
"8113108",84,21,139,37,25,57,0,10,4,33,40,452,
"8113106",0,0,0,0,0,0,0,0,0,0,0,0,
"8113109",89,35,162,21,12,57,0,5,3,58,32,473,
"8101709",22,13,48,16,43,73,0,5,13,16,53,304,
"8101707",18,16,49,38,50,140,0,18,16,30,97,466,
"8101708",3,0,17,11,30,40,0,14,4,17,38,181,
"8101703",26,13,87,54,86,140,0,26,20,25,96,568,
"8101705",21,11,58,37,47,75,0,16,7,21,78,361,
"8101706",31,14,69,58,75,137,0,25,20,35,127,587,
"8101702",25,14,61,32,66,128,0,19,18,29,134,521,
"8101704",15,7,54,31,48,76,0,12,10,17,75,337,
"8101701",21,8,45,23,35,65,0,10,8,15,81,305,
"8105705",57,21,104,29,34,83,0,29,11,45,66,482,
"8105704",39,20,61,23,20,49,0,18,4,34,37,306,
"8105703",33,9,47,17,28,58,0,18,11,25,50,284,
"8105709",77,19,91,29,26,85,0,17,7,40,52,432,
"8105702",44,18,51,11,13,54,0,10,13,22,37,267,
"8105708",78,29,93,32,15,72,0,16,0,27,83,443,
"8105714",47,22,44,12,24,57,0,14,5,9,43,274,
"8105706",37,11,127,17,32,104,0,39,15,80,20,493,
"8105715",30,9,76,8,10,50,0,7,0,13,21,236,
"8105711",139,48,283,45,50,141,0,8,8,64,76,857,
"8105713",33,16,66,15,18,63,0,12,0,9,77,321,
"8105712",44,15,105,14,21,54,0,10,8,43,20,343,
"8105701",49,18,80,37,27,71,0,15,10,23,48,379,
"8110505",33,18,69,33,32,62,0,19,14,17,74,373,
"8110507",47,11,113,41,58,145,0,33,20,100,86,651,
"8110503",32,11,65,23,43,83,0,12,7,33,40,369,
"8110506",67,22,97,20,28,100,0,23,18,16,100,494,
"8110502",49,23,98,42,44,111,3,36,13,46,124,594,
"8110501",0,0,0,0,0,0,0,0,0,0,0,0,
"8110504",59,23,116,71,46,125,0,26,18,69,47,609,
"8102105",59,33,120,39,72,155,0,27,15,33,170,724,
"8102102",27,14,62,29,29,118,0,31,11,15,64,387,
"8102103",32,24,99,39,46,153,0,35,15,44,70,553,
"8102101",36,21,101,35,67,128,0,40,16,55,92,599,
"8102104",31,20,93,41,53,96,0,29,19,11,82,476,
"8101802",0,0,0,0,0,0,0,0,0,0,0,0,
"8108301",34,25,118,48,61,107,0,12,7,27,90,522,
"8108303",22,10,74,39,68,121,0,15,4,35,77,477,
"8108302",18,15,68,42,64,96,0,11,9,12,93,429,
"8101906",22,11,45,33,31,61,0,5,8,11,49,274,
"8101909",15,8,44,29,59,108,0,18,17,24,90,409,
"8101908",35,17,81,45,54,117,0,15,10,19,121,507,
"8101912",8,11,40,24,36,103,0,8,10,19,74,335,
"8101907",26,13,68,39,55,162,0,20,15,14,126,549,
"8101910",16,8,47,29,41,107,0,14,12,20,81,374,
"8101913",10,10,35,30,56,102,0,26,7,16,92,384,
"8101911",16,7,48,37,65,136,0,16,6,20,86,440,
"8102006",26,20,49,25,22,67,0,16,0,20,67,316,
"8102007",43,13,50,13,21,70,0,21,16,19,39,311,
"8102008",53,18,89,34,28,79,0,8,10,13,68,407,
"8102003",20,13,60,15,22,47,0,14,3,8,68,272,
"8102001",24,17,62,11,23,64,0,8,4,3,59,284,
"8102005",53,21,94,29,45,83,0,13,10,36,67,458,
"8102002",34,14,74,20,27,88,0,18,7,28,67,373,
"8102004",19,15,54,22,16,62,0,9,6,11,55,277,
"8111401",0,0,17,10,5,28,0,0,3,5,22,100,
"8110607",38,16,86,49,46,102,0,16,12,21,73,470,
"8110602",47,22,122,43,38,121,0,23,15,24,95,540,
"8110601",52,19,99,31,35,124,0,12,14,28,110,521,
"8110603",27,16,99,38,40,90,0,20,13,20,106,476,
"8110604",27,6,52,15,17,62,0,9,5,17,41,259,
"8110605",47,10,131,57,53,96,0,11,17,51,73,542,
"8110606",60,19,111,57,21,79,0,9,13,21,57,448,
"8102205",37,14,87,49,66,135,0,21,19,30,112,564,
"8102207",24,13,55,40,40,121,0,32,19,23,121,492,
"8102208",19,9,51,20,29,59,0,6,12,8,51,282,
"8102201",8,10,44,12,17,36,0,10,0,18,48,217,
"8102204",24,13,68,44,55,133,0,22,17,24,96,497,
"8102202",24,15,65,32,24,48,0,12,0,18,52,295,
"8102206",18,22,61,24,22,55,0,12,7,18,97,342,
"8102203",25,9,76,41,55,117,0,20,15,18,78,461,
"8104503",0,0,0,0,0,0,0,0,0,0,0,0,
"8104504",0,0,0,0,0,6,0,0,0,0,0,3,
"8108405",23,20,78,30,46,104,0,17,13,12,62,395,
"8108404",13,13,46,31,35,93,0,14,23,16,66,350,
"8108410",12,6,43,20,38,81,0,15,6,8,50,272,
"8108414",16,9,45,21,25,52,0,7,10,21,38,244,
"8108406",7,9,30,20,45,59,0,17,6,6,51,254,
"8108415",3,6,36,29,50,107,0,24,13,20,74,367,
"8108417",19,9,37,34,40,78,0,27,6,35,73,349,
"8108413",22,12,36,22,42,42,0,10,6,7,33,227,
"8108408",17,8,47,41,49,103,0,13,11,7,64,364,
"8108418",13,3,26,20,32,71,0,8,9,16,43,240,
"8108401",14,6,24,19,31,60,0,13,0,13,25,204,
"8108412",24,9,48,42,41,103,0,15,19,21,62,394,
"8108407",13,6,33,37,35,69,0,10,17,19,34,274,
"8108411",21,6,70,34,42,92,0,19,8,10,57,364,
"8108403",13,3,35,33,33,83,0,12,6,16,64,301,
"8108402",3,6,26,24,36,53,0,5,4,11,51,229,
"8108420",0,0,0,0,0,0,0,0,0,0,0,0,
"8106708",69,18,96,23,20,66,0,15,4,6,92,412,
"8106709",25,6,51,12,21,49,0,4,15,28,66,275,
"8106712",64,16,77,13,14,59,0,14,6,22,88,383,
"8106710",50,14,50,18,25,56,0,11,11,17,72,322,
"8106701",49,14,52,18,20,67,0,26,5,31,87,364,
"8106714",34,13,66,14,10,48,0,9,7,19,48,267,
"8106716",27,6,40,15,8,42,0,14,3,16,60,235,
"8106707",24,10,75,13,24,51,0,0,5,33,34,275,
"8106719",62,25,110,36,37,65,0,5,10,13,50,414,
"8106713",45,13,81,22,15,42,0,10,3,24,68,335,
"8106718",3,0,12,0,0,10,0,9,0,213,0,260,
"8106715",42,17,78,25,40,77,0,12,10,44,45,389,
"8106703",15,14,52,15,27,55,0,26,5,11,57,279,
"8106704",35,18,58,29,34,48,0,13,0,39,59,335,
"8106706",42,23,56,32,36,77,0,24,10,33,94,421,
"8106705",21,9,43,12,35,97,0,33,13,31,67,356,
"8106702",24,8,41,17,19,59,0,24,7,36,46,272,
"8106717",47,10,89,26,28,74,0,16,3,37,44,383,
"8104628",19,7,35,38,32,101,0,10,8,16,84,356,
"8104636",13,0,42,32,34,84,0,15,13,16,72,316,
"8104637",18,4,29,28,31,91,0,18,0,23,63,316,
"8104617",27,13,78,34,59,121,0,14,9,36,136,510,
"8104605",13,8,40,20,36,72,0,7,7,5,57,259,
"8104618",13,11,48,45,36,98,0,10,4,21,97,384,
"8104622",20,8,46,32,29,83,0,17,13,21,95,353,
"8104613",32,10,66,25,34,101,0,24,8,6,91,402,
"8104630",12,8,44,20,35,66,0,16,11,12,84,317,
"8104616",3,9,26,21,26,41,0,3,4,29,48,212,
"8104602",43,12,85,36,42,79,0,5,16,39,73,433,
"8104625",17,15,58,38,65,91,0,23,0,4,97,423,
"8104604",20,5,33,33,19,59,0,21,3,4,67,275,
"8104606",18,15,54,19,35,81,0,20,7,18,92,352,
"8104626",12,6,46,27,42,82,0,16,8,23,73,340,
"8104635",20,12,38,23,32,64,0,4,9,9,62,276,
"8104609",10,7,28,27,33,67,0,15,9,27,65,290,
"8104634",21,8,41,30,43,64,0,4,12,17,83,329,
"8104601",16,6,38,26,25,54,0,9,7,10,46,241,
"8104619",12,6,40,25,42,87,0,13,6,19,76,327,
"8104620",14,3,43,19,39,91,0,14,11,11,63,316,
"8104627",15,8,46,24,40,106,0,14,9,22,90,380,
"8104623",34,9,98,32,47,128,0,18,11,34,96,512,
"8104621",10,15,57,27,45,95,0,7,4,22,82,362,
"8104614",25,11,35,24,22,67,0,18,7,13,85,304,
"8104603",19,9,44,18,23,75,0,12,5,0,43,249,
"8104607",20,8,30,20,26,60,0,12,5,9,35,224,
"8104629",0,3,0,5,5,11,0,5,0,0,0,37,
"8104624",0,0,0,0,0,0,0,0,0,0,0,0,
"8104719",26,21,81,40,30,114,0,21,9,16,71,421,
"8104715",29,8,55,28,23,75,0,14,11,12,43,297,
"8104716",32,15,74,34,29,112,0,16,10,18,93,429,
"8104711",37,3,73,43,46,121,0,24,5,42,103,493,
"8104706",39,12,43,24,27,75,0,4,10,23,86,355,
"8104710",17,22,86,38,36,109,0,21,0,16,86,434,
"8104703",46,17,84,39,48,107,0,10,9,15,98,476,
"8104707",25,9,35,22,12,35,0,5,6,5,39,192,
"8104717",46,18,96,67,42,110,0,27,11,19,98,525,
"8104702",31,15,81,33,36,80,0,15,22,23,46,378,
"8104718",53,16,68,41,35,123,0,22,4,45,90,506,
"8104708",26,18,50,39,28,74,0,12,17,15,72,338,
"8104709",15,9,43,20,27,60,0,14,15,20,59,289,
"8104713",32,9,55,47,51,99,0,23,19,20,99,450,
"8104712",17,7,49,19,27,68,0,13,12,22,59,296,
"8104701",27,6,51,20,22,89,0,11,4,33,37,308,
"8104704",23,3,44,15,18,51,0,11,3,13,47,236,
"8104705",37,12,71,34,43,113,0,23,15,14,84,440,
"8111301",16,3,25,21,38,61,0,20,9,38,25,249,
"8105807",85,35,132,27,22,105,0,12,6,21,119,561,
"8105812",61,13,95,18,18,87,0,5,7,6,63,382,
"8105811",91,30,125,23,17,86,0,19,3,58,69,508,
"8105808",76,21,148,28,29,99,0,10,3,21,83,516,
"8105809",42,14,79,21,20,46,0,16,7,24,73,339,
"8105802",79,19,106,27,23,88,0,21,8,20,73,474,
"8105814",0,0,0,0,0,3,0,3,0,0,0,9,
"8105806",44,12,76,5,17,60,0,12,3,22,42,306,
"8105804",46,8,65,21,20,63,0,16,0,26,57,322,
"8105803",62,22,106,23,25,86,0,9,9,21,56,409,
"8105813",95,27,176,23,25,97,0,15,13,39,43,557,
"8105801",86,26,107,20,32,78,0,21,3,35,130,542,
"8105805",34,12,49,5,16,54,0,8,6,9,55,252,
"8105810",49,15,74,17,7,73,0,7,0,25,43,303,
"8110702",82,19,165,36,20,132,0,20,15,35,124,648,
"8110701",36,12,63,21,19,71,0,15,3,31,41,342,
"8108603",17,14,67,33,46,120,0,23,3,23,100,439,
"8108601",7,4,35,14,40,104,0,12,6,12,70,312,
"8108602",9,7,26,18,34,87,0,7,9,16,39,252,
"8108605",23,7,91,36,52,113,0,26,12,28,69,458,
"8108604",20,10,41,25,23,65,0,5,0,5,42,231,
"8102301",42,12,76,34,47,110,0,19,20,25,97,490,
"8102303",47,15,94,36,43,117,0,12,13,38,97,510,
"8102307",17,13,73,49,40,120,0,57,13,179,19,580,
"8102305",24,7,54,30,22,84,0,11,13,19,62,329,
"8102306",22,6,58,30,32,62,0,17,11,18,73,335,
"8102304",36,19,96,39,50,111,0,13,15,43,84,507,
"8102302",29,13,50,23,19,57,0,8,6,8,47,268,
"8104813",20,6,49,9,27,67,0,16,10,10,63,294,
"8104801",32,3,55,30,32,89,0,7,4,13,78,340,
"8104808",29,16,59,32,31,101,3,21,11,14,74,381,
"8104803",27,18,56,32,23,81,0,7,0,3,61,302,
"8104809",34,21,74,38,52,125,0,30,12,21,67,470,
"8104802",36,13,71,33,62,144,0,17,8,28,96,510,
"8104814",44,18,72,41,51,126,0,18,21,36,103,536,
"8104811",31,10,60,16,26,84,0,12,12,5,67,337,
"8104810",24,18,46,25,37,86,0,17,5,19,54,316,
"8104805",40,13,90,37,58,107,0,22,11,29,102,507,
"8104804",30,3,65,27,29,79,0,15,9,22,87,370,
"8104807",18,3,53,21,27,75,0,10,10,35,72,326,
"8104806",21,5,56,29,32,72,0,8,3,19,61,313,
"8104812",52,12,71,42,57,115,0,33,15,33,87,519,
"8112601",0,0,0,0,0,0,0,0,0,0,0,0,
"8106801",0,0,0,0,0,0,0,0,0,5,0,4,
"8110806",47,15,83,34,16,75,0,13,10,11,72,377,
"8110802",17,11,47,16,16,45,0,14,6,14,37,225,
"8110807",50,21,121,45,36,99,0,17,21,27,110,544,
"8110804",35,21,91,43,32,102,0,17,11,47,71,473,
"8110801",0,0,0,0,0,0,0,0,0,0,0,0,
"8110805",35,7,91,36,36,74,0,16,5,21,98,416,
"8110803",56,19,105,42,47,119,0,17,13,47,77,541,
"8110904",0,0,0,0,0,0,0,0,0,0,0,0,
"8110908",30,16,125,26,25,49,0,4,5,60,53,395,
"8110907",31,11,90,33,16,55,0,4,7,22,60,328,
"8110906",53,22,157,35,18,54,0,3,6,30,71,444,
"8110910",55,29,131,44,18,58,0,6,7,25,59,417,
"8110911",0,0,0,0,0,0,0,0,0,0,0,0,
"8110903",0,0,0,0,0,4,0,0,0,0,0,4,
"8110905",16,8,41,24,23,55,0,8,4,36,45,258,
"8110914",0,0,0,0,0,0,0,0,0,0,0,7,
"8110901",45,14,55,16,16,49,0,3,3,33,21,252,
"8110913",29,23,52,15,20,43,0,8,0,19,18,229,
"8106909",57,21,85,18,13,60,0,19,4,10,69,353,
"8106903",54,15,105,15,9,63,0,9,7,9,73,359,
"8106902",27,9,50,11,10,88,0,14,10,14,59,290,
"8106904",31,9,52,18,22,70,0,13,9,64,68,358,
"8106906",64,34,155,23,17,103,0,37,6,51,104,588,
"8106905",72,30,128,30,24,103,0,13,15,47,119,586,
"8106907",51,12,99,22,11,57,0,5,0,18,51,335,
"8106901",34,12,65,18,17,53,0,8,5,12,84,306,
"8106908",0,0,0,0,0,0,0,0,0,0,0,0,
"8112704",50,13,69,13,9,42,0,4,4,21,49,277,
"8112703",77,26,139,26,16,93,0,9,10,27,45,462,
"8112701",26,11,48,24,23,93,0,17,12,65,24,343,
"8112702",81,26,119,26,33,110,0,21,14,76,46,550,
"8108703",18,11,55,44,80,175,3,37,19,28,121,594,
"8108701",6,0,41,31,66,110,0,30,10,24,107,429,
"8108707",10,3,34,24,39,69,0,16,5,16,62,280,
"8108704",9,0,14,23,32,83,0,21,12,23,50,260,
"8108706",13,8,43,56,98,174,0,41,21,36,108,591,
"8108705",14,9,31,26,69,153,0,21,16,40,102,471,
"8108702",3,11,31,24,62,117,0,22,12,12,85,380,
"8109501",13,10,37,17,34,53,0,11,6,18,56,255,
"8109508",22,23,95,49,36,107,0,21,16,18,112,490,
"8109502",30,10,56,18,28,70,0,15,5,18,81,334,
"8109504",13,12,50,38,30,88,0,30,13,19,66,363,
"8109505",25,19,68,30,54,109,0,20,10,34,94,461,
"8109507",31,12,53,36,34,87,0,28,6,15,74,378,
"8109506",21,4,45,25,25,65,0,7,8,14,85,307,
"8109509",32,16,60,20,31,72,0,17,13,23,62,342,
"8109503",8,14,43,13,17,70,0,9,6,22,49,250,
"8112801",0,0,0,0,0,0,0,0,0,0,0,0,
"8102406",41,8,76,28,37,91,0,12,12,27,74,404,
"8102405",23,11,45,21,25,54,0,11,9,12,62,276,
"8102407",19,9,55,19,33,68,0,14,12,34,50,302,
"8102408",25,17,86,30,70,117,0,8,19,33,116,519,
"8102402",45,16,84,35,43,126,4,34,8,33,127,553,
"8102401",17,7,36,25,21,52,0,9,10,27,45,248,
"8102404",24,8,45,19,25,48,0,12,0,15,64,258,
"8102403",33,17,53,25,51,89,0,16,12,21,68,375,
"8102504",29,11,74,47,49,139,0,21,15,31,119,543,
"8102501",10,8,29,17,47,78,0,24,3,33,73,320,
"8102506",33,11,95,50,53,120,0,28,15,32,116,546,
"8102502",18,13,59,41,56,118,0,14,13,17,83,424,
"8102503",29,7,68,38,70,114,0,21,10,23,100,479,
"8102505",10,11,50,26,40,49,0,10,7,8,61,273,
"8109603",42,26,97,28,49,115,0,39,22,37,111,566,
"8109604",24,9,70,44,42,101,0,45,18,86,78,516,
"8109605",20,12,53,25,40,73,0,18,5,16,78,325,
"8109601",35,6,71,29,25,81,0,22,15,34,56,381,
"8109602",35,6,66,23,30,75,0,23,11,14,65,343,
"8111302",8,6,12,5,28,80,0,32,7,86,19,278,
"8111307",0,0,7,10,43,74,0,25,10,45,8,223,
"8111305",0,0,0,0,6,3,0,0,0,17,7,41,
"8111309",0,0,3,8,4,0,0,4,0,0,0,21,
"8108804",25,10,41,48,64,111,0,17,7,13,74,410,
"8108808",3,10,33,26,52,99,0,12,11,10,71,326,
"8108807",14,4,37,39,76,125,0,13,6,25,121,462,
"8108806",4,3,28,27,45,109,0,10,6,11,70,307,
"8108801",17,13,54,51,70,153,0,12,12,26,102,504,
"8108810",9,0,18,20,27,54,0,18,4,4,41,207,
"8108803",14,6,56,44,47,109,0,14,12,14,67,380,
"8108802",20,10,34,18,45,83,0,7,4,10,65,288,
"8108809",19,13,58,56,82,184,0,18,11,25,110,563,
"8108805",3,6,26,30,57,98,0,16,10,17,90,350,
"8111002",32,14,85,45,29,108,0,27,12,21,79,456,
"8111003",30,17,49,19,14,45,0,7,3,15,51,250,
"8111005",22,10,64,26,19,74,0,20,4,8,49,290,
"8111006",32,12,68,23,15,73,0,3,6,12,60,303,
"8111001",34,19,104,42,40,93,0,23,7,20,104,488,
"8111004",29,10,72,31,48,88,0,13,9,15,95,415,
"8108501",0,0,0,0,0,0,0,0,0,0,0,0,
"8106006",73,22,102,22,18,120,0,8,11,20,55,442,
"8106013",22,6,54,7,3,30,0,0,4,11,8,143,
"8106012",78,34,133,28,7,58,0,9,10,57,28,445,
