Australian Bureau of Statistics

"2016 Census - Employment, Income and Education"
"SA1 (UR) by HEAP - 1 Digit Level"
"Counting: Persons Place of Usual Residence"

Filters:
"Default Summation","Persons Place of Usual Residence"

"HEAP - 1 Digit Level","Postgraduate Degree Level","Graduate Diploma and Graduate Certificate Level","Bachelor Degree Level","Advanced Diploma and Diploma Level","Certificate III & IV Level","Secondary Education - Years 10 and above","Certificate I & II Level","Secondary Education - Years 9 and below","Supplementary Codes","Not stated","Not applicable","Total",
"SA1 (UR)",
"8106003",130,27,173,25,26,93,0,14,5,36,43,564,
"8106007",76,16,91,14,6,63,0,0,4,25,42,336,
"8106002",149,36,179,48,32,132,0,11,16,94,61,754,
"8106011",44,16,75,12,9,55,0,3,6,22,23,256,
"8106009",52,0,30,13,10,63,0,9,7,40,23,248,
"8109005",18,12,58,33,37,81,0,17,10,14,84,371,
"8109019",23,11,73,39,43,121,0,30,10,18,124,502,
"8109011",17,19,89,44,46,112,0,15,15,18,95,472,
"8109014",36,9,62,31,61,114,0,29,15,28,105,491,
"8109018",18,8,57,30,43,77,0,19,7,15,59,347,
"8109003",36,19,109,38,34,102,0,23,18,16,75,468,
"8109010",46,16,92,41,39,131,0,22,14,30,94,526,
"8109007",15,3,42,44,58,124,0,28,14,48,54,437,
"8109013",25,10,55,32,25,84,0,12,9,12,52,307,
"8109008",16,15,58,42,60,122,0,23,12,26,94,467,
"8109016",36,18,57,45,48,120,0,20,14,21,112,491,
"8109015",8,8,37,36,34,77,0,17,7,17,68,309,
"8109009",13,12,46,27,38,87,0,14,7,10,63,316,
"8109006",23,8,50,32,35,76,0,19,9,22,73,350,
"8109020",18,8,28,22,29,78,0,21,8,16,68,301,
"8109017",10,6,19,9,25,49,0,10,4,16,38,179,
"8109002",9,6,22,10,25,48,0,3,4,12,18,160,
"8109001",8,7,22,14,27,51,0,10,3,7,60,212,
"8109012",8,9,49,33,27,57,0,9,10,14,50,265,
"8109004",25,21,99,49,62,159,0,14,18,22,79,546,
"8109707",36,26,84,34,34,78,0,13,8,14,97,409,
"8109702",25,17,74,37,30,74,0,13,16,16,98,401,
"8109701",36,18,65,54,45,99,0,34,20,35,87,485,
"8109703",39,20,84,36,39,75,0,12,11,17,88,416,
"8109705",12,3,25,20,27,40,0,8,8,26,41,214,
"8109706",29,15,61,30,36,58,0,18,3,16,57,320,
"8109708",17,6,67,28,40,92,0,25,8,24,75,383,
"8106108",68,18,103,29,25,94,0,22,13,31,85,500,
"8106107",37,10,63,15,25,62,0,16,10,24,62,330,
"8106101",50,3,92,20,33,72,0,26,7,35,90,436,
"8106109",61,15,89,20,17,62,0,20,4,19,103,406,
"8106112",42,17,61,11,16,58,0,13,3,21,65,314,
"8106103",77,14,104,35,29,69,0,6,0,29,64,418,
"8106114",82,28,144,52,47,94,0,8,15,44,67,568,
"8106113",42,16,72,13,18,48,0,0,4,18,56,300,
"8106118",0,0,0,0,3,0,0,0,0,0,0,4,
"8106115",38,11,67,22,15,43,0,4,9,7,82,296,
"8106110",35,9,55,25,31,67,0,16,8,28,73,358,
"8106102",43,15,69,18,31,67,0,18,7,12,61,343,
"8106111",33,16,68,14,9,71,0,26,4,12,60,321,
"8106106",24,12,49,10,15,40,0,6,5,13,62,243,
"8106119",67,25,95,23,17,56,0,5,6,21,110,434,
"8106117",0,0,0,0,0,0,0,0,0,0,0,0,
"8102607",59,27,100,18,30,67,0,11,4,23,93,427,
"8102606",54,32,120,32,44,87,0,24,20,19,117,547,
"8102601",41,20,67,23,12,66,0,7,6,14,53,307,
"8102603",51,20,84,32,20,66,0,18,9,12,68,381,
"8102602",18,12,50,25,10,37,0,3,0,5,36,204,
"8102605",26,9,41,23,15,51,0,10,6,10,40,230,
"8102604",62,20,103,30,30,78,0,16,4,18,113,472,
"8109814",39,20,72,27,42,71,0,22,4,17,78,401,
"8109810",18,10,34,13,12,31,0,9,0,8,31,170,
"8109808",31,21,96,36,27,86,0,20,12,21,86,433,
"8109807",19,0,38,25,29,72,0,18,9,135,33,389,
"8109809",45,28,108,32,31,97,0,21,13,20,98,497,
"8109804",27,11,42,16,22,43,0,6,9,13,54,244,
"8109801",24,12,58,27,27,74,0,15,8,88,51,380,
"8109806",23,9,63,30,28,54,0,9,13,46,27,299,
"8109802",24,10,61,25,26,72,0,16,3,12,68,319,
"8113301",0,0,0,0,0,0,0,0,0,0,0,4,
"8107004",35,19,54,26,16,63,0,14,12,31,26,287,
"8107001",42,23,61,32,12,46,0,10,9,22,41,290,
"8107005",69,17,96,24,24,76,0,3,13,23,74,418,
"8107007",83,27,120,34,17,79,0,21,12,20,52,466,
"8107008",40,11,71,13,3,44,0,4,5,24,40,249,
"8107003",69,17,112,31,27,65,0,11,15,25,63,438,
"8107006",70,11,87,22,14,42,0,4,8,13,37,297,
"8107002",71,30,97,27,23,72,0,12,5,32,74,449,
"8106008",99,12,131,26,16,100,0,4,8,98,19,509,
"8105305",4,4,42,11,6,314,0,0,7,21,0,414,
"8108010",0,0,0,0,0,0,0,0,0,0,0,0,
"8103909",33,12,49,22,17,64,0,10,7,20,92,316,
"8103915",43,4,71,17,22,50,0,0,8,8,95,315,
"8104415",50,3,78,26,25,62,0,7,7,17,58,317,
"8104426",73,13,107,36,32,116,0,13,5,20,110,521,
"8104410",30,0,58,9,12,41,0,4,10,4,18,185,
"8104414",20,3,49,15,19,55,0,6,0,4,75,252,
"8104714",0,0,0,0,0,0,0,0,0,0,0,0,
"8101904",37,21,70,42,39,96,0,10,4,5,113,450,
"8101905",36,8,74,36,76,116,0,19,10,13,147,529,
"8101918",22,11,36,20,34,69,0,3,7,12,82,284,
"8101902",42,15,91,66,105,106,0,5,17,19,170,635,
"8101914",21,0,43,14,30,59,0,3,4,9,71,266,
"8107514",0,0,0,0,0,0,0,0,0,0,0,0,
"8100622",17,7,32,19,27,64,0,17,9,14,106,309,
"8103506",35,13,63,24,36,68,0,13,10,14,136,399,
"8103501",32,12,47,27,29,52,0,8,8,11,90,311,
"8103505",24,11,53,24,29,52,0,5,6,15,108,327,
"8103520",27,5,57,32,20,61,0,9,3,18,78,311,
"8103522",33,11,72,35,36,52,0,6,4,14,97,362,
"8103815",41,24,74,30,28,65,0,5,6,10,117,401,
"8103809",17,9,44,28,15,54,0,13,0,22,112,323,
"8103807",37,11,56,14,27,51,0,6,6,3,88,296,
"8103804",44,8,71,40,34,84,0,11,12,19,122,437,
"8103806",24,15,46,19,22,45,0,6,0,7,87,285,
"8103813",36,11,61,22,13,55,0,9,4,21,114,348,
"8103808",45,16,90,39,16,69,0,16,4,12,103,408,
"8103814",38,4,41,35,27,59,0,3,3,28,98,342,
"8103810",37,10,69,26,20,62,0,7,0,3,121,353,
"8103811",26,4,50,21,24,37,0,11,4,3,82,267,
"8103604",35,17,73,45,52,79,0,16,5,37,114,468,
"8103610",21,9,37,23,39,91,0,3,6,14,61,301,
"8103608",30,21,87,56,54,123,0,16,14,19,152,581,
"8103601",38,13,65,58,59,106,0,14,12,23,125,518,
"8103616",32,10,71,59,56,108,0,17,8,10,154,532,
"8111501",0,0,0,0,0,0,0,0,0,0,0,0,
"8111502",3,5,17,7,19,21,0,3,5,22,20,120,
"8103805",25,8,66,34,32,64,0,6,8,9,97,352,
"8113101",91,21,102,26,21,46,0,0,7,38,18,375,
"8104027",19,9,46,17,15,48,0,3,6,26,23,206,
"8112001",7,0,6,5,0,3,0,0,3,4,15,47,
"8105301",132,39,203,24,27,120,0,9,14,130,44,724,
"8107314",13,5,37,27,39,58,0,10,6,7,64,268,
"8105113",49,32,91,17,8,38,0,6,3,19,10,280,
"8103910",49,9,98,34,36,91,0,12,7,17,46,396,
"8100215",0,0,0,0,0,0,0,0,0,0,0,0,
"8103911",17,9,46,11,20,46,0,7,0,16,19,189,
"8100206",213,38,455,113,83,411,0,11,28,142,79,1566,
"8103705",25,7,48,16,13,32,0,9,8,10,16,182,
"8113006",0,0,0,0,0,0,0,0,0,0,0,0,
"8103913",22,5,46,12,13,37,0,0,3,15,16,157,
"8103507",29,11,66,26,36,62,0,10,10,12,142,399,
"8103508",26,0,53,31,30,53,0,6,7,26,110,346,
"8105306",56,10,79,16,8,39,0,0,8,47,15,282,
"8108409",5,7,46,20,31,64,0,14,11,8,38,252,
"8103812",36,6,79,50,38,102,0,15,5,14,141,496,
"8103605",9,4,24,31,27,48,0,9,9,8,61,235,
"8113902",44,13,89,24,25,49,0,5,16,8,104,369,
"8113903",38,11,77,18,17,41,0,3,3,21,22,252,
"8103606",30,13,58,27,39,70,0,6,6,9,79,328,
"8113904",0,0,0,0,0,0,0,0,0,0,0,0,
"8109811",0,0,0,0,0,0,0,0,0,0,0,0,
"8109402",0,0,0,0,0,0,0,0,0,0,0,0,
"8101804",4,0,0,0,3,5,0,0,0,4,17,46,
"8111503",0,0,0,0,0,0,0,0,0,0,0,0,
"8103607",20,9,48,27,32,61,0,9,8,14,76,300,
"8103609",43,27,106,42,78,113,0,6,15,27,106,569,
"8103509",46,11,74,40,30,53,0,15,11,9,145,438,
"8113905",38,9,129,28,22,82,0,3,0,34,56,401,
"8113501",29,11,58,12,38,39,0,6,8,23,71,287,
"8100320",80,21,89,29,13,60,0,0,3,13,80,389,
"8113906",51,17,108,29,30,45,0,4,4,9,121,406,
"8103916",46,6,86,22,21,94,0,6,6,14,65,358,
"8103917",43,5,36,15,16,30,0,0,0,0,20,172,
"8101915",22,12,55,29,38,65,0,3,5,6,86,336,
"8104612",9,4,31,15,25,49,0,12,4,14,44,219,
"8110912",73,34,213,39,45,99,0,5,12,42,48,609,
"8112002",0,0,6,0,9,7,0,0,0,3,12,29,
"8100619",13,5,27,20,35,48,0,3,6,9,41,197,
"8100620",18,7,39,42,41,106,0,15,6,9,130,421,
"8113907",24,9,37,12,10,27,0,4,6,12,50,195,
"8109812",25,3,24,6,3,12,0,0,4,11,47,122,
"8103918",13,6,40,14,14,49,0,4,6,13,12,169,
"8109813",38,11,58,25,15,49,0,11,6,11,101,323,
"8103510",43,16,60,36,47,94,0,13,14,29,170,530,
"8103511",24,4,44,23,44,56,0,3,6,13,103,329,
"8103512",45,13,77,41,48,89,0,10,4,26,200,557,
"8103513",29,3,63,20,26,73,0,12,7,9,101,339,
"8103514",24,0,47,29,24,55,0,12,5,16,95,304,
"8103521",0,0,0,0,0,0,0,0,0,0,0,0,
"8103515",29,5,48,32,21,54,0,14,6,0,93,289,
"8103516",64,9,67,32,37,90,0,7,15,26,187,522,
"8103517",20,5,44,28,17,41,0,8,4,7,67,238,
"8103518",48,9,53,34,28,81,0,15,8,9,145,433,
"8103519",26,9,42,28,22,74,0,5,3,0,82,298,
"8111801",68,14,111,49,60,121,0,9,13,18,201,663,
"8103102",0,0,0,0,0,0,0,0,0,420,0,420,
"8103714",51,17,84,27,33,74,0,6,10,17,133,445,
"8103611",12,8,31,29,20,20,0,7,0,10,78,217,
"8103612",6,7,36,13,24,54,0,0,5,9,39,208,
"8103709",0,0,0,0,0,0,0,0,0,0,0,0,
"8103613",32,9,62,38,60,77,0,4,11,9,110,411,
"8103614",16,7,38,29,29,48,0,12,7,8,87,296,
"8103615",37,15,74,46,48,72,0,8,3,15,102,419,
"8103710",80,9,89,35,19,72,0,0,11,9,104,430,
"8103711",88,15,136,50,38,87,0,12,13,33,135,602,
"8103617",29,13,73,31,27,76,0,6,5,6,112,385,
"8103712",13,4,25,12,16,18,0,5,0,3,24,124,
"8103713",40,3,56,26,18,49,0,8,3,12,87,300,
"8111308",0,0,0,0,0,0,0,0,0,0,0,0,
"8104424",59,4,81,40,18,82,0,9,11,4,118,426,
"8101916",25,7,65,28,35,47,0,6,9,5,76,303,
"8113110",161,44,239,76,43,116,0,3,16,130,52,870,
"8113111",0,0,0,0,4,12,0,0,0,3,3,23,
"8101917",24,4,49,28,36,55,0,3,12,15,99,320,
"8101919",42,13,78,26,43,77,0,3,6,12,96,394,
"8104416",57,8,83,36,30,69,0,9,7,18,121,436,
"8104417",47,7,60,18,19,53,0,3,5,9,93,327,
"8104418",39,6,69,17,23,46,0,3,0,4,74,282,
"8104419",43,10,67,25,28,57,0,6,14,17,53,328,
"8104420",48,10,86,20,47,95,0,3,4,19,65,395,
"8104421",39,9,73,29,32,69,0,6,3,16,43,321,
"8113502",56,19,118,42,37,82,0,9,14,27,120,525,
"8104631",20,4,39,18,31,59,0,5,0,10,90,282,
"8104632",51,16,99,53,70,105,0,15,9,18,140,565,
"8113908",40,11,91,32,22,56,0,4,12,21,91,379,
"8113909",30,9,86,27,25,45,0,0,4,36,21,282,
"8113910",29,20,122,42,42,105,0,4,3,60,49,471,
"8113503",58,22,108,44,23,87,0,4,8,48,173,576,
"8113504",53,18,93,30,22,65,0,4,9,26,109,418,
"8104633",35,3,55,32,52,65,0,8,9,11,67,333,
"8112003",0,0,3,0,0,0,0,0,0,4,0,13,
"8106010",69,21,114,13,6,49,0,8,3,39,22,344,
"8104021",0,0,3,6,3,19,0,0,0,12,0,50,
"8104022",22,9,45,25,23,62,0,6,3,32,38,260,
"8104023",0,0,0,0,0,0,0,0,0,0,0,0,
"8111507",0,0,0,0,0,7,0,0,0,0,0,3,
"8105307",41,5,163,15,13,567,0,4,10,34,0,845,
"8105308",19,6,86,21,8,357,0,3,4,12,0,513,
"8106116",67,30,162,56,51,107,0,0,14,37,69,601,
"8103618",0,0,0,0,0,0,0,0,0,0,0,0,
"8107317",18,7,51,40,38,103,0,9,18,6,65,352,
"8108419",7,3,17,10,15,62,0,30,13,207,0,365,
"8103926",21,4,62,14,13,37,0,0,0,12,11,170,
"8103920",30,5,51,18,19,53,0,0,0,23,30,231,
"8103921",28,3,53,10,13,35,0,3,0,6,20,175,
"8112409",0,0,0,0,0,0,0,0,0,0,0,0,
"8104422",0,0,0,0,0,0,0,0,0,0,0,0,
"8101803",15,4,18,11,6,17,0,3,0,0,20,97,
"8108113",6,0,18,20,24,43,0,21,7,46,0,188,
"8104301",19,14,31,22,42,74,0,10,6,13,54,276,
"8112301",0,0,0,0,0,0,0,0,0,0,0,0,
"8104904",0,0,0,0,0,0,0,0,0,0,0,0,
"8107101",0,0,0,0,0,0,0,0,0,0,0,0,
"8107515",0,0,0,0,0,0,0,0,0,0,0,0,
"8100621",0,0,0,0,0,0,0,0,0,0,0,0,
"8103201",0,0,0,4,6,6,0,0,0,8,16,39,
"8111506",0,0,0,0,4,7,0,0,0,0,0,13,
"8114001",10,0,7,0,4,12,0,0,0,3,13,59,
"8113202",0,0,0,0,0,5,0,0,0,0,4,4,
"8113201",0,0,0,0,0,0,0,0,0,0,0,4,
"8108901",0,0,0,0,3,5,0,0,0,6,0,22,
"8114101",0,0,5,0,14,5,0,4,0,8,7,41,
"8101202",0,0,0,0,0,0,0,0,0,0,0,4,
"8109210",0,0,0,0,0,0,0,0,0,0,0,0,
"8111101",0,0,3,0,0,0,0,0,0,3,0,14,
"8111201",0,0,0,0,3,5,0,0,0,3,3,16,
"8104302",0,0,0,0,0,0,0,0,0,0,0,0,
"8113801",0,0,0,0,0,0,0,0,0,3,0,5,
"8111601",0,0,0,0,0,0,0,0,0,0,0,0,
"8114002",8,0,4,12,11,18,0,0,0,13,6,68,
"8113901",0,0,0,0,0,0,0,0,0,0,0,0,
"8111504",0,0,3,0,3,5,0,0,0,4,0,20,
"8114003",19,3,35,39,45,66,0,3,6,27,102,353,
"8111505",0,0,6,3,4,3,0,0,0,0,3,22,
"8112201",0,0,0,0,0,0,0,0,0,0,0,0,
"8101203",0,0,0,0,0,0,0,0,0,0,0,4,
"8114004",4,6,12,12,26,18,0,4,0,0,6,84,
"8112101",0,0,0,0,0,0,0,0,0,0,0,0,
"8111701",0,0,0,0,0,0,0,0,0,0,0,0,
"8111802",0,0,0,0,0,0,0,0,0,0,3,9,
"8113401",0,0,0,0,0,5,0,0,0,6,0,10,
"8113505",0,0,0,0,0,0,0,0,0,0,0,0,
"8113701",0,0,0,0,0,0,0,0,0,0,0,0,
"8113601",0,0,0,0,0,0,0,0,0,0,0,0,
"8112004",0,0,0,3,0,0,0,0,0,4,11,11,
"8979991",0,0,0,0,0,0,0,0,0,0,0,0,
"8949999",40,11,76,32,52,152,0,23,10,115,37,541,
"Total",34819,13410,71683,29760,35227,89349,176,14566,8970,24947,74479,397393,

"Data Source: Census of Population and Housing, 2016, TableBuilder"

"INFO","Cells in this table have been randomly adjusted to avoid the release of confidential data. No reliance should be placed on small cells."


"Copyright Commonwealth of Australia, 2018, see abs.gov.au/copyright"
"ABS data licensed under Creative Commons, see abs.gov.au/ccby"
