Australian Bureau of Statistics

"2016 Census - Selected Dwelling Characteristics"
"SA1 by TEND Tenure Type"
"Counting: Dwellings Location on Census Night"

Filters:
"Default Summation","Dwellings Location on Census Night"

"TEND Tenure Type","Owned outright","Owned with a mortgage","Being purchased under a shared equity scheme","Rented","Being occupied rent-free","Being occupied under a life tenure scheme","Other tenure type","Not stated","Not applicable","Total",
"SA1",
"8101503",34,53,0,29,0,0,0,9,4,126,
"8101502",25,43,0,25,0,0,0,8,5,114,
"8101509",30,69,0,29,4,0,0,16,9,151,
"8101504",42,50,0,29,5,0,0,9,9,141,
"8101512",22,29,0,61,0,0,0,16,5,132,
"8110301",35,44,0,122,0,0,0,18,25,250,
"8110306",51,49,0,26,0,6,3,17,14,171,
"8110303",42,46,0,18,0,0,0,13,12,136,
"8110307",79,39,0,37,0,0,5,17,8,178,
"8110308",27,15,0,20,4,0,0,18,13,101,
"8110305",37,31,0,19,0,0,0,10,8,99,
"8110302",54,50,0,10,0,0,0,6,7,129,
"8110304",68,59,0,8,0,0,0,6,15,156,
"8103103",0,0,0,0,0,0,0,0,0,0,
"8110401",114,68,0,38,0,0,4,10,14,253,
"8110406",0,0,0,0,0,0,0,0,0,0,
"8110403",86,36,0,29,3,0,0,4,20,181,
"8110402",40,37,0,55,0,0,0,5,6,143,
"8110404",82,50,0,23,0,0,0,3,13,171,
"8110405",120,48,0,27,0,0,0,12,27,238,
"8108105",32,70,0,16,0,0,4,7,0,127,
"8108112",27,37,0,54,0,0,0,10,15,143,
"8108114",15,34,0,39,0,0,0,8,7,103,
"8108103",36,77,0,24,0,0,0,18,0,158,
"8108108",37,79,0,51,0,0,0,8,7,184,
"8108109",15,64,0,15,0,0,0,7,0,113,
"8108104",27,55,0,16,0,0,0,4,5,104,
"8108101",47,58,0,48,0,0,0,8,15,167,
"8108102",40,52,0,29,0,0,0,4,9,134,
"8108106",35,53,0,34,0,0,0,11,5,137,
"8108111",27,61,0,13,0,0,0,5,3,106,
"8111304",0,0,0,4,0,0,0,0,0,6,
"8111306",0,0,0,0,0,0,0,0,0,0,
"8101602",22,33,0,12,0,0,0,6,7,84,
"8101606",63,71,0,25,0,0,0,10,8,185,
"8101615",64,49,0,38,3,0,0,12,9,171,
"8101613",31,31,0,111,0,0,0,12,22,206,
"8101612",74,53,0,41,0,0,0,15,10,195,
"8101616",74,46,0,35,5,0,0,9,17,183,
"8101603",73,56,0,49,0,0,0,13,12,196,
"8101610",35,30,0,16,0,0,0,0,4,89,
"8101605",52,52,0,45,0,0,0,3,14,157,
"8101604",50,46,0,41,3,0,0,3,11,163,
"8101614",77,49,0,8,0,0,0,10,4,146,
"8101619",72,52,0,17,0,0,0,12,7,158,
"8101608",0,0,0,0,0,0,0,0,0,0,
"8101618",54,43,0,19,0,0,0,4,9,141,
"8101607",34,36,0,11,0,0,0,9,7,99,
"8101601",72,46,0,19,0,0,0,8,10,157,
"8101617",56,59,0,22,0,0,0,5,8,156,
"8101609",71,55,0,26,0,0,0,4,14,166,
"8101611",53,45,0,16,0,0,0,7,8,126,
"8108240",33,32,0,3,0,0,0,7,8,77,
"8108219",58,85,0,41,0,0,0,13,13,210,
"8108235",66,72,0,40,0,0,0,17,22,222,
"8108203",44,48,0,101,0,0,0,18,18,231,
"8108207",50,73,0,51,0,0,0,9,12,198,
"8108226",50,44,0,71,0,0,0,13,25,207,
"8108214",35,43,0,11,0,0,0,0,7,100,
"8108225",33,37,0,18,0,0,0,8,9,110,
"8108217",61,60,0,12,0,0,0,7,6,154,
"8108211",39,61,0,20,0,0,0,6,3,130,
"8108210",65,74,0,32,0,0,5,0,9,188,
"8108209",42,38,0,14,0,0,0,3,5,96,
"8108241",47,54,0,41,0,0,0,10,10,170,
"8108215",50,80,0,137,4,3,0,21,24,312,
"8108204",51,52,0,7,0,0,0,7,6,126,
"8108213",59,81,0,41,0,0,0,7,9,206,
"8108227",52,65,0,17,0,0,0,7,16,146,
"8108220",56,54,0,49,0,0,0,6,10,185,
"8108228",21,27,0,18,0,0,0,11,8,87,
"8108230",41,48,0,18,0,0,0,6,9,127,
"8108229",69,66,0,23,0,0,0,5,7,175,
"8108224",48,70,0,28,0,0,0,4,14,161,
"8108233",28,40,0,26,0,0,0,3,0,106,
"8108201",38,41,0,24,0,0,0,12,10,123,
"8108238",68,44,0,4,0,0,0,6,9,135,
"8108232",47,41,0,3,0,0,0,9,5,110,
"8108212",51,48,0,26,5,0,0,5,19,155,
"8108218",60,49,0,12,0,0,0,9,13,149,
"8108236",71,82,0,29,0,0,0,15,17,211,
"8108202",36,36,0,6,0,0,0,8,4,98,
"8108222",50,51,0,37,0,0,0,4,11,150,
"8108231",52,47,0,28,0,0,0,9,3,139,
"8108223",27,47,0,14,0,0,0,11,4,100,
"8108208",28,32,0,0,0,0,0,3,0,73,
"8108221",28,60,0,12,0,0,0,0,11,122,
"8108237",78,53,0,10,0,0,0,0,9,152,
"8108216",53,62,0,44,0,0,0,12,6,176,
"8108234",37,35,0,18,7,0,0,7,8,110,
"8108205",36,40,0,30,0,0,0,7,10,122,
"8108239",23,48,0,29,0,0,0,7,11,109,
"8108206",34,37,0,28,0,0,0,0,5,105,
"8113103",36,96,0,191,4,0,0,20,61,413,
"8113102",18,21,0,44,3,0,0,13,15,106,
"8113105",33,103,0,277,0,0,0,18,68,497,
"8113107",56,50,0,101,7,0,4,3,85,307,
"8113104",15,27,0,52,0,0,0,0,23,121,
"8113108",42,45,0,119,0,0,0,7,55,267,
"8113106",0,0,0,0,0,0,0,0,0,0,
"8113109",33,43,0,156,0,0,0,30,22,288,
"8101709",45,56,0,16,0,0,0,8,7,131,
"8101707",56,72,0,36,0,0,0,18,3,184,
"8101708",11,19,0,22,0,0,0,4,3,68,
"8101703",77,100,0,31,7,0,0,10,24,248,
"8101705",53,63,0,25,0,0,0,12,9,162,
"8101706",51,102,0,33,0,0,0,12,9,215,
"8101702",42,79,0,51,5,0,0,11,21,206,
"8101704",40,50,0,20,0,0,0,7,6,117,
"8101701",37,49,0,16,0,0,0,7,13,119,
"8105705",74,44,0,66,0,0,0,29,31,238,
"8105704",41,22,0,52,0,0,0,22,12,153,
"8105703",24,20,0,55,0,0,0,12,14,133,
"8105709",29,33,0,139,0,0,0,19,31,249,
"8105702",34,25,0,40,0,0,0,5,3,112,
"8105708",60,53,0,52,4,0,0,14,15,201,
"8105714",29,33,0,40,0,0,0,3,9,114,
"8105706",11,27,0,69,6,0,0,65,19,194,
"8105715",12,8,0,69,0,0,0,10,17,121,
"8105711",28,72,0,335,6,0,0,41,56,531,
"8105713",34,37,0,45,7,0,0,5,16,140,
"8105712",4,33,0,144,0,0,0,23,35,241,
"8105701",63,33,0,62,4,0,0,23,22,202,
"8110505",58,38,0,31,0,0,0,10,11,149,
"8110507",48,50,0,195,0,0,0,55,31,375,
"8110503",33,35,0,84,0,0,0,18,15,190,
"8110506",64,51,0,60,0,0,0,9,25,206,
"8110502",75,50,0,81,0,0,0,22,14,243,
"8110501",0,0,0,0,0,0,0,0,0,0,
"8110504",97,37,7,136,0,16,6,34,31,362,
"8102105",81,112,0,34,0,0,0,9,11,239,
"8102102",56,44,0,28,3,0,0,3,11,145,
"8102103",76,68,0,26,0,0,0,14,14,198,
"8102101",93,56,0,74,0,0,0,13,24,258,
"8102104",63,67,0,27,0,0,0,9,15,184,
"8101802",0,0,0,0,0,0,0,0,0,0,
"8108301",66,83,0,13,0,0,0,10,8,184,
"8108303",73,66,0,16,0,0,0,15,5,175,
"8108302",48,80,0,12,0,0,0,3,4,143,
"8101906",38,43,0,9,0,0,0,7,10,109,
"8101909",39,75,0,26,0,0,0,6,8,156,
"8101908",57,87,0,13,0,0,0,11,5,175,
"8101912",39,59,0,27,0,0,0,5,7,137,
"8101907",59,91,0,26,0,0,0,7,13,198,
"8101910",46,64,0,22,0,0,0,3,6,145,
"8101913",24,69,0,35,0,0,0,3,13,152,
"8101911",49,80,0,37,5,0,0,5,5,182,
"8102006",47,31,0,32,0,0,0,5,3,121,
"8102007",42,34,0,58,3,0,0,10,14,155,
"8102008",49,35,0,52,0,0,0,3,10,159,
"8102003",37,27,0,31,0,0,0,0,8,103,
"8102001",30,41,0,21,0,0,0,0,3,100,
"8102005",33,40,0,154,5,0,0,23,26,271,
"8102002",32,35,0,79,4,0,0,6,13,176,
"8102004",43,30,0,15,0,0,0,8,5,104,
"8111401",0,0,0,45,0,0,0,0,3,50,
"8110607",78,59,0,28,0,0,0,7,12,188,
"8110602",66,64,0,76,4,0,4,3,18,228,
"8110601",53,59,0,66,3,0,0,3,25,213,
"8110603",47,59,0,49,3,0,0,9,19,192,
"8110604",14,33,0,76,0,0,0,6,18,157,
"8110605",34,31,0,197,0,0,0,27,30,319,
"8110606",115,46,0,13,0,0,0,7,18,196,
"8102205",62,101,0,20,6,0,0,5,11,209,
"8102207",55,61,0,34,0,0,0,6,13,177,
"8102208",57,35,0,0,3,0,0,3,14,103,
"8102201",25,30,0,12,0,0,0,3,5,73,
"8102204",47,71,0,62,0,0,0,13,21,226,
"8102202",49,41,0,9,0,0,0,5,11,106,
"8102206",30,56,0,16,0,0,0,3,6,114,
"8102203",64,65,0,79,3,0,0,5,22,243,
"8104503",0,0,0,0,0,0,0,0,0,0,
"8104504",0,0,0,0,0,0,0,0,0,0,
"8108405",59,50,0,24,0,0,0,5,6,151,
"8108404",56,50,0,44,0,0,0,6,9,165,
"8108410",21,41,0,12,0,0,3,0,3,81,
"8108414",26,41,0,48,0,0,0,7,15,139,
"8108406",34,40,0,12,0,0,0,0,6,96,
"8108415",25,48,0,45,0,0,0,4,3,137,
"8108417",44,41,0,13,0,27,6,20,5,162,
"8108413",30,35,0,10,0,0,0,5,4,89,
"8108408",53,63,0,15,0,0,0,5,9,146,
"8108418",22,41,0,15,0,0,0,4,6,87,
"8108401",31,27,0,12,0,0,0,3,0,72,
"8108412",63,40,0,53,0,0,0,4,15,188,
"8108407",41,40,0,11,0,0,0,6,10,106,
"8108411",61,52,0,21,0,0,0,0,6,140,
"8108403",35,63,0,8,0,0,0,0,6,118,
"8108402",34,32,0,10,0,0,0,4,12,89,
"8108420",0,0,0,0,0,0,0,0,0,0,
"8106708",42,62,0,29,3,0,0,4,7,154,
"8106709",20,33,0,40,0,0,0,12,8,120,
"8106712",46,51,0,22,0,0,0,7,12,139,
"8106710",28,47,0,27,3,0,0,11,11,125,
"8106701",24,46,0,59,0,0,0,20,12,155,
"8106714",34,28,0,37,0,0,0,11,10,124,
"8106716",32,25,0,24,0,0,0,5,11,100,
"8106707",6,24,0,78,3,0,0,4,25,147,
"8106719",32,65,0,118,0,0,0,11,46,265,
"8106713",56,41,0,18,4,3,0,6,16,147,
"8106718",5,0,0,3,0,0,0,0,6,14,
"8106715",47,50,0,70,0,0,3,28,33,224,
"8106703",27,36,0,49,3,0,0,0,11,119,
"8106704",28,34,0,64,0,0,0,22,20,166,
"8106706",25,51,0,76,0,0,4,9,15,186,
"8106705",24,24,0,73,0,0,0,15,12,150,
"8106702",22,22,0,58,0,0,0,21,28,153,
"8106717",38,44,0,67,0,0,0,19,23,194,
"8104628",25,58,0,47,0,3,0,3,7,140,
"8104636",23,52,0,34,0,0,0,4,3,118,
"8104637",29,45,0,19,0,0,0,8,6,113,
"8104617",38,94,0,29,0,0,0,13,3,189,
"8104605",10,48,0,45,0,0,0,0,11,124,
"8104618",29,65,0,35,0,0,0,5,8,149,
"8104622",25,56,0,40,0,0,0,8,3,131,
"8104613",35,51,0,26,0,0,0,0,6,130,
"8104630",27,53,0,22,0,0,0,7,11,118,
"8104616",12,29,0,39,0,0,0,10,5,95,
"8104602",9,76,0,92,0,0,0,17,12,216,
"8104625",26,73,0,42,0,0,0,5,11,163,
"8104604",17,47,0,24,0,0,0,5,9,102,
"8104606",23,63,0,45,0,0,0,9,3,143,
"8104626",25,57,0,35,3,0,0,8,6,135,
"8104635",23,49,0,34,0,0,0,3,3,118,
"8104609",18,54,0,31,0,0,0,6,3,116,
"8104634",19,76,0,23,0,0,0,4,3,133,
"8104601",18,28,0,23,0,0,0,3,7,90,
"8104619",36,60,0,31,0,0,0,3,5,135,
"8104620",21,52,0,49,0,0,0,5,17,141,
"8104627",25,69,0,51,0,0,0,9,7,158,
"8104623",40,97,0,41,0,0,0,8,17,206,
"8104621",23,62,0,40,4,0,0,6,12,145,
"8104614",30,48,0,11,0,0,0,0,8,97,
"8104603",27,42,0,5,0,0,0,0,3,71,
"8104607",22,36,0,25,0,0,0,3,13,108,
"8104629",12,0,0,0,0,5,3,0,9,25,
"8104624",0,0,0,0,0,0,0,0,0,0,
"8104719",64,59,0,16,0,0,0,3,13,150,
"8104715",49,30,0,10,0,0,0,0,4,103,
"8104716",53,62,0,3,0,0,0,6,9,139,
"8104711",40,67,0,54,0,0,0,12,13,188,
"8104706",36,43,0,45,0,0,0,3,3,128,
"8104710",53,72,0,9,0,0,0,6,3,143,
"8104703",54,74,0,3,0,0,0,3,5,141,
"8104707",13,28,0,23,0,0,0,3,5,81,
"8104717",67,69,0,6,0,0,0,5,13,167,
"8104702",71,54,0,21,0,0,0,3,15,166,
"8104718",45,77,0,10,0,0,0,3,13,152,
"8104708",56,46,0,17,0,0,0,3,6,136,
"8104709",48,27,0,26,4,0,0,8,0,106,
"8104713",45,66,0,36,0,0,0,7,9,163,
"8104712",23,43,0,34,0,0,0,10,7,118,
"8104701",37,39,0,8,3,0,0,4,3,94,
"8104704",32,32,0,7,0,0,0,4,5,76,
"8104705",56,58,0,15,0,0,0,6,4,135,
"8111301",27,21,0,69,0,0,0,25,42,182,
"8105807",90,57,0,41,3,0,0,8,21,220,
"8105812",47,42,0,31,3,0,0,10,5,141,
"8105811",54,44,0,97,0,0,0,28,21,249,
"8105808",67,62,0,52,0,0,0,3,20,213,
"8105809",47,33,0,31,0,0,0,6,13,132,
"8105802",44,66,0,66,0,0,0,6,15,201,
"8105814",0,0,0,0,0,0,0,0,0,4,
"8105806",23,29,0,72,0,0,0,21,7,153,
"8105804",26,28,0,55,0,0,0,10,5,131,
"8105803",22,43,0,93,3,0,0,11,26,201,
"8105813",35,51,0,183,5,0,0,28,42,342,
"8105801",59,66,0,50,0,0,0,11,15,205,
"8105805",28,33,0,31,6,0,0,3,0,101,
"8105810",34,27,0,40,0,0,0,14,14,132,
"8110702",97,66,0,14,0,0,0,16,17,212,
"8110701",68,35,0,13,0,0,0,11,6,138,
"8108603",51,57,0,47,0,0,0,7,9,166,
"8108601",26,44,0,33,0,0,0,4,11,115,
"8108602",32,39,0,11,0,0,0,9,3,91,
"8108605",55,68,0,42,0,0,0,3,14,190,
"8108604",34,29,0,20,0,0,0,0,3,91,
"8102301",68,67,0,49,4,0,0,7,5,197,
"8102303",47,53,0,79,0,0,0,9,9,200,
"8102307",114,13,0,42,0,35,4,40,24,266,
"8102305",30,42,0,49,0,0,0,8,6,133,
"8102306",33,42,0,41,0,0,0,9,14,140,
"8102304",42,56,0,111,0,0,4,21,24,250,
"8102302",30,23,0,42,0,0,0,4,4,105,
"8104813",36,34,0,30,0,0,0,3,3,108,
"8104801",30,55,0,25,0,0,0,3,9,115,
"8104808",37,49,0,38,0,0,0,6,9,147,
"8104803",16,56,0,38,0,0,0,3,5,124,
"8104809",57,69,0,22,0,0,0,5,5,162,
"8104802",41,68,0,60,0,0,0,6,14,200,
"8104814",70,68,0,54,0,0,0,10,16,218,
"8104811",49,48,0,7,0,0,0,4,7,120,
"8104810",38,46,0,26,0,0,0,3,3,122,
"8104805",29,64,0,89,0,0,0,14,17,207,
"8104804",25,47,0,68,0,0,0,12,16,166,
"8104807",34,42,0,14,0,0,0,14,9,110,
"8104806",24,57,0,23,0,0,0,9,9,128,
"8104812",49,80,0,87,0,0,0,15,21,248,
"8112601",0,0,0,0,0,0,0,0,0,0,
"8106801",0,0,0,0,0,0,0,4,0,4,
"8110806",55,48,0,12,3,0,0,6,3,131,
"8110802",31,29,0,44,0,0,0,0,12,110,
"8110807",91,70,0,58,3,0,0,5,21,244,
"8110804",63,61,0,74,0,0,0,19,14,234,
"8110801",0,0,0,0,0,0,0,0,0,0,
"8110805",45,58,0,39,0,0,0,3,15,167,
"8110803",88,66,0,48,0,0,0,16,15,232,
"8110904",0,0,0,0,0,0,0,0,0,0,
"8110908",16,29,0,152,0,0,0,31,17,247,
"8110907",18,29,0,87,0,0,0,12,16,173,
"8110906",19,41,0,139,0,0,0,17,19,236,
"8110910",50,58,0,69,0,0,0,14,20,218,
"8110911",0,0,0,0,0,0,0,0,0,0,
"8110903",0,0,0,0,0,0,0,0,0,0,
"8110905",22,14,0,71,0,0,0,23,20,152,
"8110914",0,0,0,0,0,0,0,3,0,10,
"8110901",39,11,0,71,0,0,0,22,14,165,
"8110913",37,42,0,41,0,0,0,10,13,147,
"8106909",54,46,0,14,4,0,0,3,11,125,
"8106903",52,53,0,12,0,0,0,3,15,140,
"8106902",38,14,0,11,4,0,0,0,13,76,
"8106904",31,18,0,74,0,0,0,39,42,211,
"8106906",39,58,0,86,0,0,0,17,13,213,
"8106905",72,55,0,77,0,7,0,27,29,268,
"8106907",67,27,0,18,0,0,0,3,15,131,
"8106901",32,36,0,22,3,0,0,5,16,110,
"8106908",0,0,0,0,0,0,0,0,0,0,
"8112704",56,19,0,18,0,0,0,10,11,116,
"8112703",68,44,0,85,7,0,0,14,34,250,
"8112701",19,16,0,125,0,0,0,59,18,238,
"8112702",27,35,0,197,4,0,0,45,67,373,
"8108703",42,116,0,59,0,0,0,11,9,239,
"8108701",33,75,0,28,0,0,0,5,19,163,
"8108707",31,35,0,25,0,0,0,3,11,103,
"8108704",23,38,0,40,0,0,0,4,12,123,
"8108706",72,108,0,35,0,0,0,12,7,227,
"8108705",23,75,0,57,0,0,0,11,12,180,
"8108702",33,66,0,36,0,0,0,4,5,141,
"8109501",39,30,0,28,0,0,0,4,5,110,
"8109508",64,73,0,42,0,0,0,10,15,200,
"8109502",33,66,0,13,0,0,0,7,9,130,
"8109504",39,47,0,71,0,0,0,12,8,179,
"8109505",56,63,0,36,0,0,0,13,13,181,
"8109507",55,63,0,36,0,0,0,4,9,170,
"8109506",27,41,0,34,0,0,0,8,11,128,
"8109509",46,56,0,29,0,0,0,7,11,144,
"8109503",33,32,0,30,0,0,0,9,12,118,
"8112801",0,0,0,0,0,0,0,0,0,0,
"8102406",55,53,0,43,0,0,0,9,16,170,
"8102405",33,38,0,19,3,0,0,0,7,104,
"8102407",23,23,0,66,0,0,0,18,12,141,
"8102408",49,65,0,69,0,0,0,10,13,214,
"8102402",47,80,0,88,0,0,0,15,18,245,
"8102401",40,40,0,24,0,0,0,8,14,119,
"8102404",35,39,0,27,0,0,0,3,6,111,
"8102403",37,52,0,38,0,0,3,6,7,149,
"8102504",50,76,0,58,0,0,0,13,11,210,
"8102501",26,46,0,43,0,0,0,11,15,143,
"8102506",78,64,0,23,5,0,0,12,11,192,
"8102502",50,67,0,22,0,0,0,3,4,153,
"8102503",54,83,0,32,0,0,0,6,18,194,
"8102505",40,40,0,16,0,0,0,0,5,104,
"8109603",83,57,0,44,3,0,0,12,16,222,
"8109604",47,21,3,51,0,19,3,8,18,159,
"8109605",44,44,0,18,0,0,0,5,10,128,
"8109601",69,51,0,21,0,0,0,22,4,164,
"8109602",60,44,0,34,0,0,0,6,7,149,
"8111302",98,0,0,20,0,0,4,41,0,168,
"8111307",60,9,0,75,0,0,0,35,0,175,
"8111305",4,0,0,0,0,0,0,0,4,12,
"8111309",9,0,0,0,0,0,0,0,0,5,
"8108804",35,91,0,14,0,0,0,3,11,160,
"8108808",24,62,0,24,0,0,0,6,9,114,
"8108807",33,85,0,38,0,0,0,6,14,171,
"8108806",25,54,0,23,0,0,0,5,5,111,
"8108801",40,97,0,12,0,0,0,10,3,162,
"8108810",27,45,0,32,0,0,0,3,5,107,
"8108803",31,76,0,8,0,0,0,4,6,124,
"8108802",29,53,0,9,0,0,0,0,8,102,
"8108809",36,108,0,37,0,0,0,6,8,196,
"8108805",27,63,0,54,0,0,0,10,6,157,
"8111002",49,48,0,82,3,0,0,11,16,211,
"8111003",38,38,0,9,4,0,0,0,11,95,
"8111005",46,38,0,15,0,0,0,6,7,113,
"8111006",57,39,0,3,0,0,0,0,0,105,
"8111001",57,62,0,47,0,0,0,13,22,199,
"8111004",44,57,0,37,3,0,4,5,16,168,
"8108501",0,0,0,0,0,0,0,0,0,0,
"8106006",43,34,0,73,3,0,4,3,14,176,
"8106013",7,11,0,44,0,0,0,8,9,76,
"8106012",28,31,0,166,0,0,0,40,27,285,
"8106003",28,61,0,213,0,0,0,16,51,373,
"8106007",58,29,0,30,4,0,0,7,9,134,
"8106002",71,75,0,206,5,0,0,64,39,446,
"8106011",29,16,0,69,5,0,0,8,6,136,
"8106009",0,0,0,98,0,0,0,32,14,144,
"8109005",42,51,0,36,3,0,0,9,14,155,
"8109019",66,58,0,44,0,0,0,13,9,187,
"8109011",79,69,0,17,0,0,0,5,21,194,
"8109014",66,57,0,38,0,0,0,10,18,191,
"8109018",58,56,0,15,0,0,0,3,7,135,
"8109003",79,74,0,13,0,0,0,5,20,177,
"8109010",82,70,0,10,0,0,0,10,14,191,
"8109007",29,49,0,125,0,0,0,26,20,259,
"8109013",47,43,0,7,0,0,0,6,16,115,
"8109008",55,74,0,33,0,0,0,10,4,178,
"8109016",61,89,0,19,0,0,0,5,11,185,
"8109015",32,49,0,25,0,0,0,3,6,111,
"8109009",36,57,0,21,0,0,0,4,6,122,
"8109006",42,64,0,31,0,0,0,3,6,145,
"8109020",31,42,0,44,0,0,0,5,4,123,
"8109017",11,26,0,23,0,0,0,10,4,77,
"8109002",27,28,0,9,0,0,0,6,6,76,
"8109001",30,31,0,13,0,0,0,4,0,81,
"8109012",41,44,0,16,0,0,0,7,5,113,
"8109004",80,82,0,42,0,0,0,7,18,235,
"8109707",51,69,0,28,0,0,0,8,12,169,
"8109702",53,66,0,24,0,0,0,9,12,163,
"8109701",47,61,0,99,0,3,0,15,15,238,
"8109703",59,68,0,32,0,0,0,9,12,178,
"8109705",16,22,0,47,0,0,0,15,15,108,
"8109706",46,46,0,26,0,0,0,8,13,135,
"8109708",41,54,0,41,0,0,0,7,11,160,
"8106108",58,62,0,83,0,0,0,12,22,241,
"8106107",48,46,0,35,0,0,0,14,6,142,
"8106101",38,52,0,70,4,0,0,20,16,199,
"8106109",61,50,0,26,0,0,0,8,7,152,
"8106112",29,35,0,43,0,0,0,3,15,127,
"8106103",25,73,0,65,0,0,0,10,10,185,
"8106114",22,80,0,171,0,0,0,21,26,323,
"8106113",23,34,0,53,0,0,0,5,10,129,
"8106118",0,0,0,0,0,0,0,0,0,0,
"8106115",34,33,0,27,3,0,0,4,9,107,
"8106110",34,45,0,38,0,0,0,7,10,139,
"8106102",58,38,0,26,0,0,0,4,15,138,
"8106111",47,42,0,40,3,0,0,4,10,144,
"8106106",16,38,0,27,4,0,0,4,6,96,
"8106119",32,70,0,39,0,0,0,10,9,170,
"8106117",0,0,0,0,0,0,0,0,0,0,
"8102607",56,43,0,39,0,0,0,6,9,163,
"8102606",94,71,0,17,0,0,0,6,15,208,
"8102601",62,31,0,12,0,0,3,0,11,112,
"8102603",60,49,0,4,0,0,0,5,7,137,
"8102602",28,24,0,16,0,0,0,0,8,87,
"8102605",44,16,0,19,0,0,0,0,16,97,
"8102604",76,51,0,13,0,0,0,3,11,162,
"8109814",62,55,0,25,3,0,0,0,5,162,
"8109810",26,27,0,5,3,0,0,3,0,67,
"8109808",72,61,0,21,0,0,0,8,7,164,
"8109807",30,30,0,53,0,0,0,8,15,139,
"8109809",74,80,0,39,0,0,0,13,12,216,
"8109804",57,22,0,12,6,0,0,0,5,103,
"8109801",38,42,0,22,0,0,0,12,10,124,
"8109806",52,32,0,52,4,0,0,5,27,177,
"8109802",46,47,0,33,3,0,0,7,10,143,
"8113301",0,0,0,0,0,0,0,0,0,5,
"8107004",47,24,0,47,0,0,0,14,25,155,
"8107001",58,33,0,19,0,0,0,5,29,147,
"8107005",74,41,0,37,0,0,0,6,20,187,
"8107007",73,57,0,64,3,0,0,10,59,276,
"8107008",39,21,0,11,0,0,0,4,12,87,
"8107003",84,44,0,38,5,0,0,14,21,205,
"8107006",66,26,0,24,0,0,0,3,23,142,
"8107002",89,36,0,40,3,0,0,10,30,206,
"8106008",9,38,0,181,0,0,0,24,31,287,
"8105305",0,0,0,0,0,0,0,0,0,0,
"8108010",0,0,0,0,0,0,0,0,0,0,
"8103909",13,44,0,19,0,0,0,4,7,98,
"8103915",17,48,0,21,0,0,0,4,4,91,
"8104415",14,67,0,47,0,0,0,14,17,158,
"8104426",6,73,0,87,0,0,0,9,11,189,
"8104410",4,23,0,45,0,0,0,0,3,86,
"8104414",12,24,0,24,0,0,0,3,4,76,
"8104714",0,0,0,0,0,0,0,0,0,0,
"8101904",15,99,0,31,0,0,0,6,11,168,
"8101905",10,110,0,60,0,0,0,9,8,196,
"8101918",0,69,0,11,0,0,0,0,4,94,
"8101902",14,166,0,51,0,0,0,8,6,245,
"8101914",8,67,0,29,0,0,0,4,7,111,
"8107514",0,0,0,0,0,0,0,0,0,0,
"8100622",4,54,0,15,0,0,0,3,0,85,
"8103506",5,82,0,38,0,0,0,10,4,128,
"8103501",8,52,0,38,0,0,0,0,8,109,
"8103505",7,61,0,30,0,0,0,8,6,107,
"8103520",7,52,0,40,0,0,0,5,7,111,
"8103522",8,68,0,46,0,0,0,3,11,136,
"8103815",27,80,0,27,0,0,0,4,11,140,
"8103809",7,61,0,17,0,0,0,8,5,90,
"8103807",12,75,0,19,0,0,0,0,4,105,
"8103804",19,85,0,19,0,0,0,6,8,145,
"8103806",11,63,0,8,0,0,0,0,0,87,
"8103813",14,63,0,20,0,0,0,7,3,114,
"8103808",17,81,0,36,0,0,0,5,9,144,
"8103814",14,51,0,43,0,0,0,15,12,137,
"8103810",15,65,0,22,0,0,0,4,11,111,
"8103811",9,50,0,20,0,0,0,0,8,86,
"8103604",14,102,0,35,0,0,0,21,15,187,
"8103610",3,58,0,52,0,0,0,12,10,135,
"8103608",16,112,0,65,0,0,0,12,8,207,
"8103601",16,103,0,47,0,0,0,4,7,179,
"8103616",17,112,0,40,0,0,0,3,15,183,
"8111501",0,0,0,0,0,0,0,0,0,0,
"8111502",6,9,0,15,0,0,0,7,0,47,
"8103805",13,76,0,24,0,0,0,0,3,119,
"8113101",24,52,0,116,0,0,0,25,16,233,
"8104027",5,14,0,82,0,0,0,14,5,123,
"8112001",0,12,0,0,0,0,0,0,13,25,
"8105301",63,66,0,207,0,0,3,63,64,470,
"8107314",26,45,0,8,0,0,0,3,5,91,
"8105113",19,25,0,109,0,0,0,10,16,177,
"8103910",15,81,0,60,4,0,0,12,9,179,
"8100215",0,0,0,0,0,0,0,0,0,0,
"8103911",0,17,0,75,0,0,0,7,6,105,
"8100206",15,118,0,468,5,3,0,82,35,721,
"8103705",22,27,0,34,0,16,0,13,6,121,
"8113006",0,0,0,0,0,0,0,0,0,0,
"8103913",4,24,0,48,4,0,0,8,10,96,
"8103507",9,70,0,35,0,0,0,4,9,131,
"8103508",7,55,0,43,0,0,0,8,8,120,
"8105306",12,24,0,93,0,0,0,38,10,177,
"8108409",43,28,0,3,0,0,0,3,8,84,
"8103812",20,79,0,49,0,0,0,7,11,169,
"8103605",6,46,0,17,0,0,0,3,6,81,
"8113902",18,85,0,7,0,0,6,4,8,124,
"8113903",13,74,0,38,0,0,0,11,5,143,
"8103606",9,68,0,38,0,0,0,3,23,145,
"8113904",0,0,0,0,0,0,0,0,0,0,
"8109811",0,0,0,0,0,0,0,0,0,0,
"8109402",0,0,0,0,0,0,0,0,0,0,
"8101804",0,3,0,6,0,0,0,3,8,21,
