,electorate,Australian,Not Australian
0,ginninderra,0.8982284393867866,0.10177156061321341
1,yerrabi,0.8808841746670796,0.11911582533292041
2,kurrajong,0.8633110169614067,0.13668898303859334
3,murrumbidgee,0.9125039271127867,0.08749607288721332
4,brindabella,0.9537546766435061,0.04624532335649385
5,combined,0.9019819199866671,0.09801808001333287
