Australian Bureau of Statistics

"2016 Census - Selected Dwelling Characteristics"
"SA1 by HIND Total Household Income (weekly)"
"Counting: Dwellings Location on Census Night"

Filters:
"Default Summation","Dwellings Location on Census Night"

"HIND Total Household Income (weekly)","Negative income","Nil income","$1-$149 ($1-$7,799)","$150-$299 ($7,800-$15,599)","$300-$399 ($15,600-$20,799)","$400-$499 ($20,800-$25,999)","$500-$649 ($26,000-$33,799)","$650-$799 ($33,800-$41,599)","$800-$999 ($41,600-$51,999)","$1,000-$1,249 ($52,000-$64,999)","$1,250-$1,499 ($65,000-$77,999)","$1,500-$1,749 ($78,000-$90,999)","$1,750-$1,999 ($91,000-$103,999)","$2,000-$2,499 ($104,000-$129,999)","$2,500-$2,999 ($130,000-$155,999)","$3,000-$3,499 ($156,000-$181,999)","$3,500-$3,999 ($182,000-$207,999)","$4,000-$4,499 ($208,000-$233,999)","$4,500-$4,999 ($234,000-$259,999)","$5,000-$5,999 ($260,000-$311,999)","$6,000-$7,999 ($312,000-$415,999)","$8,000 or more ($416,000 or more)","Partial income stated","All incomes not stated","Not applicable","Total",
"SA1",
"8104903",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"8104901",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,11,
"8104902",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"8106601",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"8105013",0,0,0,5,0,12,12,6,0,0,9,9,8,25,11,16,18,12,18,9,8,0,16,3,27,211,
"8105008",0,0,3,5,10,11,12,5,4,5,4,3,7,13,3,4,6,0,4,0,5,0,9,0,13,120,
"8105016",0,0,0,0,7,12,4,5,0,0,0,3,0,4,4,6,6,0,8,0,5,0,4,0,12,86,
"8105018",0,0,0,0,0,6,0,5,0,3,4,3,4,8,0,3,3,6,5,4,8,0,5,4,10,76,
"8105006",0,0,4,9,18,10,3,10,8,8,4,7,4,20,5,5,15,3,3,7,6,0,11,5,50,215,
"8105007",0,0,0,0,9,0,0,7,0,3,6,9,5,10,9,0,5,4,11,8,7,0,13,0,12,106,
"8105001",0,3,0,3,5,21,6,7,7,13,9,0,7,15,12,9,13,3,9,0,3,0,9,4,24,211,
"8105002",0,0,0,0,0,0,4,0,0,0,3,3,3,12,3,8,7,12,0,8,12,0,13,0,18,120,
"8105014",0,0,0,0,0,3,9,6,5,0,5,3,3,7,3,13,7,5,8,6,3,0,11,0,13,110,
"8105011",0,0,0,7,12,13,4,3,4,12,12,11,9,18,11,22,11,5,11,16,8,0,24,9,29,238,
"8105005",0,3,3,3,5,8,5,6,13,11,3,9,3,18,11,20,13,6,17,6,9,0,13,4,15,194,
"8105012",0,0,0,3,0,5,6,5,6,6,5,4,7,18,6,9,11,7,9,4,0,0,11,4,19,160,
"8105004",0,0,0,0,3,5,0,3,7,7,4,6,4,11,5,6,8,5,4,0,0,0,13,0,13,111,
"8105017",0,4,0,9,0,9,4,0,4,0,6,3,0,5,5,9,6,7,9,3,0,0,3,0,15,100,
"8105015",0,0,0,5,12,22,13,13,13,18,18,17,6,11,4,5,11,0,0,0,0,0,3,21,20,213,
"8105003",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"8103404",0,0,0,0,0,0,4,5,5,7,5,10,7,27,18,8,12,3,6,0,0,0,10,0,4,151,
"8103406",0,0,0,0,3,4,0,8,6,13,12,8,9,21,19,8,6,5,4,4,6,0,16,0,3,154,
"8103411",0,0,4,0,0,0,0,4,3,3,10,15,9,17,18,27,24,10,8,11,6,0,9,0,15,185,
"8103405",0,0,0,0,0,6,7,5,4,0,3,9,13,16,15,17,14,6,9,3,7,0,11,0,9,146,
"8103409",0,0,0,0,0,5,0,4,3,0,6,10,7,12,10,9,6,0,0,0,0,0,13,4,5,96,
"8103408",0,0,0,3,0,0,0,10,10,7,5,16,10,23,24,23,5,9,5,4,3,0,16,0,21,190,
"8103412",0,0,0,0,0,0,3,0,3,0,6,8,9,13,16,7,16,7,7,11,17,0,14,4,10,138,
"8103410",0,0,0,0,0,3,4,3,0,0,6,8,3,30,19,19,17,7,3,0,4,0,8,0,6,157,
"8103407",0,0,0,0,0,0,0,0,5,3,3,0,4,13,10,12,7,6,4,0,5,0,9,0,5,87,
"8103414",0,0,0,0,0,0,0,0,0,3,0,0,5,3,10,8,7,7,4,7,0,0,8,0,5,64,
"8103401",0,0,0,9,9,4,7,6,6,8,10,6,15,16,7,6,6,0,6,4,0,0,11,0,19,170,
"8103403",0,0,0,0,0,3,5,5,3,10,8,3,15,21,14,13,7,12,7,7,4,0,9,3,8,154,
"8103402",0,0,0,0,0,0,0,3,4,8,4,8,6,16,6,6,4,7,7,0,0,0,8,0,6,82,
"8103413",0,0,0,0,0,0,0,10,3,11,11,10,9,32,21,12,15,4,6,6,3,0,11,0,16,170,
"8104014",0,0,0,0,0,0,0,0,0,7,4,4,6,17,10,5,7,9,3,3,0,0,9,0,17,110,
"8100104",0,0,0,0,0,9,0,5,3,0,8,10,12,19,17,10,9,8,7,21,8,0,8,0,13,172,
"8100102",0,0,0,0,3,0,7,0,7,5,4,9,8,8,6,7,14,3,14,5,3,3,19,3,13,138,
"8100101",0,0,0,0,0,3,4,4,3,4,4,0,4,18,8,7,8,8,9,3,3,0,0,0,5,100,
"8100106",0,0,0,0,0,9,8,4,9,14,9,4,5,32,12,5,12,7,11,4,11,0,13,0,14,188,
"8100105",0,0,3,0,0,5,7,4,5,14,7,13,9,21,16,8,18,7,6,3,6,0,25,0,19,212,
"8100103",0,0,3,0,5,9,5,4,4,13,5,5,9,7,10,6,0,0,7,8,7,0,10,0,14,141,
"8107108",0,0,0,3,3,4,11,12,9,9,19,21,15,30,24,13,8,6,0,0,0,0,16,7,15,228,
