Australian Bureau of Statistics

"2016 Census - Employment, Income and Education"
"SA1 (UR) by OCCP - 1 Digit Level"
"Counting: Persons Place of Usual Residence"

Filters:
"Default Summation","Persons Place of Usual Residence"

"OCCP - 1 Digit Level","Managers","Professionals","Technicians and Trades Workers","Community and Personal Service Workers","Clerical and Administrative Workers","Sales Workers","Machinery Operators and Drivers","Labourers","Inadequately described","Not stated","Not applicable","Total",
"8109701",37,64,21,21,27,9,0,11,3,0,288,485,
"8109703",35,82,21,24,29,8,6,0,0,0,201,416,
"8109705",12,27,6,16,19,6,0,11,0,0,118,214,
"8109706",34,53,16,15,19,9,10,11,7,0,152,320,
"8109708",27,55,24,15,28,12,4,12,6,3,190,383,
"8106108",35,79,12,33,31,19,6,29,0,0,256,500,
"8106107",30,51,13,15,22,8,5,14,3,0,172,330,
"8106101",32,78,15,9,16,14,0,11,5,6,238,436,
"8106109",41,87,12,17,19,3,4,4,0,0,207,406,
"8106112",32,54,16,8,27,4,0,14,0,0,153,314,
"8106103",69,91,12,25,39,15,0,8,4,0,164,418,
"8106114",51,122,44,44,62,17,4,21,14,3,184,568,
"8106113",20,58,15,20,35,14,0,3,4,0,124,300,
"8106118",0,0,0,0,0,0,0,0,0,0,5,4,
"8106115",37,64,11,9,21,6,0,3,0,0,137,296,
"8106110",21,70,14,15,30,10,3,10,4,0,175,358,
"8106102",27,61,15,20,23,9,5,16,3,0,166,343,
"8106111",31,56,12,9,16,11,0,4,3,0,179,321,
"8106106",26,52,12,6,14,6,0,10,0,0,108,243,
"8106119",55,95,11,19,34,10,0,10,9,0,204,434,
"8106117",0,0,0,0,0,0,0,0,0,0,0,0,
"8102607",34,63,12,17,37,9,8,5,3,0,230,427,
"8102606",50,90,23,21,38,18,3,12,8,0,291,547,
"8102601",33,52,0,16,23,8,0,7,6,0,155,307,
"8102603",39,78,16,17,28,9,0,0,6,0,185,381,
"8102602",17,32,6,9,21,3,0,0,4,0,106,204,
"8102605",21,33,14,4,14,3,0,9,3,0,129,230,
"8102604",50,89,10,13,26,10,4,10,9,0,248,472,
"8109814",40,73,21,18,43,10,3,6,0,0,184,401,
"8109810",14,41,5,5,11,5,0,0,0,0,84,170,
"8109808",44,70,16,12,27,8,0,15,3,0,221,433,
"8109807",22,33,15,11,19,8,4,4,3,0,268,389,
"8109809",52,80,18,21,35,18,6,0,3,0,266,497,
"8109804",17,42,4,0,15,0,5,0,0,0,153,244,
"8109801",25,43,16,21,21,10,0,4,3,0,238,380,
"8109806",18,63,10,11,22,15,0,0,0,0,150,299,
"8109802",21,47,12,13,36,4,5,10,3,0,163,319,
"8113301",0,0,0,0,0,0,0,0,0,0,0,4,
"8107004",25,40,9,7,28,6,0,0,6,0,166,287,
"8107001",37,51,6,5,25,8,0,3,3,0,158,290,
"8107005",32,86,5,15,23,3,0,3,3,0,226,418,
"8107007",59,92,5,28,35,16,5,4,6,0,218,466,
"8107008",22,51,0,5,16,9,5,12,6,0,131,249,
"8107003",46,80,12,14,26,9,4,0,3,0,251,438,
"8107006",31,60,7,7,21,9,0,3,5,0,154,297,
"8107002",46,95,7,8,28,17,0,7,8,0,229,449,
"8106008",46,134,20,16,45,15,3,19,6,0,215,509,
"8105305",0,13,0,40,12,32,0,15,0,0,296,414,
"8108010",0,0,0,0,0,0,0,0,0,0,0,0,
"8103909",25,36,20,12,17,12,6,11,3,0,170,316,
"8103915",22,62,10,11,30,6,4,11,3,0,160,315,
"8104415",27,63,18,18,32,7,4,3,4,8,131,317,
"8104426",32,94,34,36,43,21,6,18,7,0,231,521,
"8104410",11,37,13,18,19,3,3,9,0,0,74,185,
"8104414",22,42,9,20,22,4,5,8,3,4,121,252,
"8104714",0,0,0,0,0,0,0,0,0,0,0,0,
"8101904",34,73,28,41,54,18,4,16,0,0,184,450,
"8101905",41,74,37,31,69,21,8,19,3,0,233,529,
"8101918",22,42,24,22,18,13,7,17,8,0,118,284,
"8101902",59,91,55,42,78,26,8,26,9,8,241,635,
"8101914",9,49,21,17,29,8,4,6,0,0,119,266,
"8107514",0,0,0,0,0,0,0,0,0,0,0,0,
"8100622",21,41,10,17,28,7,3,9,4,0,165,309,
"8103506",36,57,21,31,35,10,3,16,6,0,191,399,
"8103501",21,54,15,21,34,8,3,9,9,0,135,311,
"8103505",31,59,17,16,28,11,3,4,0,0,156,327,
"8103520",10,55,25,24,28,16,6,9,5,0,136,311,
"8103522",33,80,24,20,29,16,3,9,5,0,146,362,
"8103815",42,83,16,24,40,18,0,0,5,0,174,401,
"8103809",28,48,16,8,19,14,0,5,5,0,174,323,
"8103807",33,71,20,13,23,7,4,3,5,0,118,296,
"8103804",54,65,21,20,45,18,0,5,5,0,209,437,
"8103806",41,53,17,14,25,10,5,3,5,0,114,285,
"8103813",32,50,13,15,29,15,3,7,3,0,177,348,
"8103808",41,85,8,21,30,15,5,14,5,0,187,408,
"8103814",29,58,15,15,32,20,0,3,0,0,165,342,
"8103810",42,56,12,23,34,8,5,3,3,0,164,353,
"8103811",28,47,12,19,23,9,0,0,3,0,123,267,
"8103604",48,75,24,30,55,11,0,4,13,0,203,468,
"8103610",29,40,33,25,34,22,9,8,4,0,104,301,
"8103608",54,89,43,47,43,22,9,14,9,0,256,581,
"8103601",45,84,33,35,51,17,12,25,11,6,199,518,
"8103616",47,68,35,40,50,29,8,18,12,0,220,532,
"8111501",0,0,0,0,0,0,0,0,0,0,0,0,
"8111502",13,13,10,0,12,0,0,5,0,0,60,120,
"8103805",35,66,13,21,44,14,6,7,0,0,143,352,
"8113101",62,125,8,14,42,4,0,3,6,0,91,375,
"8104027",13,31,15,9,13,15,0,4,0,0,102,206,
"8112001",0,6,0,3,5,6,0,0,0,0,23,47,
"8105301",83,195,17,25,56,14,0,7,3,0,326,724,
"8107314",16,37,18,19,29,17,6,10,4,0,121,268,
"8105113",39,99,7,14,34,9,0,0,12,0,76,280,
"8103910",33,55,44,33,42,20,10,19,8,4,136,396,
"8100215",0,0,0,0,0,0,0,0,0,0,0,0,
"8103911",20,32,13,24,20,9,0,5,0,0,62,189,
"8100206",103,316,72,110,111,89,10,40,9,8,705,1566,
"8103705",13,35,10,11,16,8,0,0,0,0,90,182,
"8113006",0,0,0,0,0,0,0,0,0,0,0,0,
"8103913",13,36,14,15,19,7,0,3,0,0,41,157,
"8103507",20,65,19,20,22,16,4,8,4,0,220,399,
"8103508",17,51,15,22,28,27,0,8,4,0,171,346,
"8105306",29,89,11,11,22,6,0,0,0,0,113,282,
"8108409",21,31,10,18,33,8,6,10,8,0,104,252,
"8103812",46,71,25,28,42,24,0,5,3,5,240,496,
"8103605",19,28,17,14,34,8,0,8,6,4,103,235,
"8113902",52,86,8,11,35,5,0,3,5,0,159,369,
"8113903",26,75,13,11,34,10,0,0,4,0,65,252,
"8103606",25,57,24,31,34,13,6,7,3,0,130,328,
"8113904",0,0,0,0,0,0,0,0,0,0,0,0,
"8109811",0,0,0,0,0,0,0,0,0,0,0,0,
"8109402",0,0,0,0,0,0,0,0,0,0,0,0,
"8101804",0,7,3,4,0,0,0,0,0,0,29,46,
"8111503",0,0,0,0,0,0,0,0,0,0,0,0,
"8103607",19,53,12,13,38,5,0,7,0,0,133,300,
"8103609",35,87,52,48,64,25,9,30,5,0,211,569,
"8103509",37,71,14,19,49,18,7,15,0,0,209,438,
"8113905",30,103,28,20,62,24,0,9,9,0,111,401,
"8113501",23,65,25,11,30,9,4,4,5,0,116,287,
"8100320",55,101,7,31,24,20,0,3,0,0,138,389,
"8113906",37,106,17,16,45,9,4,6,7,3,170,406,
"8103916",31,67,30,24,19,12,6,9,0,0,156,358,
"8103917",11,48,9,18,16,7,3,4,3,0,52,172,
"8101915",20,55,19,16,51,21,7,12,0,4,129,336,
"8104612",14,32,14,17,24,6,0,7,4,0,109,219,
"8110912",50,213,36,33,65,24,5,19,3,0,155,609,
"8112002",3,6,0,6,4,0,0,0,0,0,16,29,
"8100619",17,23,13,23,25,6,3,8,0,0,82,197,
"8100620",24,54,21,11,46,19,4,13,3,0,225,421,
"8113907",23,40,9,8,15,7,0,6,0,0,78,195,
"8109812",10,10,0,3,0,0,0,4,0,0,88,122,
"8103918",11,26,16,21,14,17,4,9,4,0,51,169,
"8109813",38,64,14,3,33,0,3,0,6,0,161,323,
"8103510",29,68,29,40,47,14,4,11,13,0,275,530,
"8103511",21,45,33,18,28,11,3,4,3,0,155,329,
"8103512",37,75,31,30,39,23,7,14,6,0,296,557,
"8103513",21,48,20,23,32,21,8,17,0,0,157,339,
"8103514",23,51,16,15,43,14,4,5,3,0,141,304,
"8103521",0,0,0,0,0,0,0,0,0,0,0,0,
"8103515",19,41,14,18,30,14,0,10,0,0,140,289,
"8103516",23,90,31,25,39,11,12,16,6,0,270,522,
"8103517",23,29,11,18,29,13,0,9,3,0,103,238,
"8103518",33,65,24,17,35,12,8,3,3,0,224,433,
"8103519",27,47,18,21,30,11,0,13,4,0,129,298,
"8111801",40,99,39,46,66,26,10,15,9,0,308,663,
"8103102",0,0,0,0,0,0,0,0,0,0,420,420,
"8103714",44,80,14,12,39,16,4,6,3,0,221,445,
"8103611",21,42,12,8,17,8,0,0,0,0,100,217,
"8103612",15,31,12,15,31,20,7,0,0,0,76,208,
"8103709",0,0,0,0,0,0,0,0,0,0,0,0,
"8103613",30,56,43,31,58,17,3,5,6,0,163,411,
"8103614",27,52,13,15,28,9,5,4,0,0,143,296,
"8103615",27,86,26,29,65,17,3,7,0,0,157,419,
"8103710",34,100,13,24,35,5,7,7,8,0,191,430,
"8103711",49,145,39,33,69,15,6,14,3,4,227,602,
"8103617",33,69,24,11,40,18,7,8,4,0,171,385,
"8103712",18,21,7,11,3,4,0,0,0,3,52,124,
"8103713",39,51,20,4,24,13,4,10,0,0,132,300,
"8111308",4,0,0,0,0,0,0,0,0,0,0,0,
"8104424",18,84,31,24,27,10,5,14,4,0,213,426,
"8101916",20,59,22,23,35,14,4,13,3,3,115,303,
"8113110",164,233,15,43,65,20,8,10,11,0,303,870,
"8113111",0,3,5,0,0,0,0,0,0,0,15,23,
"8101917",16,54,17,26,34,14,4,14,3,0,135,320,
"8101919",21,78,27,31,32,13,4,17,0,0,152,394,
"8104416",33,80,12,30,37,20,10,6,4,0,207,436,
"8104417",28,59,20,22,34,17,3,0,0,0,146,327,
"8104418",12,35,13,30,18,13,12,9,5,5,130,282,
"8104419",17,53,16,29,38,25,0,12,3,0,128,328,
"8104420",29,82,39,29,53,21,0,12,0,0,138,395,
"8104421",18,59,25,32,34,22,7,9,0,3,107,321,
"8113502",52,117,25,31,58,17,6,8,5,0,204,525,
"8104631",17,32,24,24,29,14,0,6,9,0,130,282,
"8104632",35,98,49,52,70,27,7,17,6,4,200,565,
"8113908",44,82,16,21,36,17,0,8,8,0,152,379,
"8113909",24,89,15,16,38,13,3,6,4,0,72,282,
"8113910",41,114,35,39,73,20,6,16,5,0,127,471,
"8113503",32,117,26,22,48,14,4,12,3,0,299,576,
"8113504",37,100,19,18,34,18,0,8,4,0,187,418,
"8104633",19,52,32,22,44,15,7,7,3,0,131,333,
"8112003",0,0,0,0,0,4,0,0,0,0,9,13,
"8106010",51,93,3,10,44,7,0,9,0,0,128,344,
"8104021",0,0,5,7,4,0,0,6,0,0,25,50,
"8104022",18,37,34,19,30,13,0,11,0,0,114,260,
"8104023",0,0,0,0,0,0,0,0,0,0,0,0,
"8111507",7,0,0,0,0,0,0,0,0,0,0,3,
"8105307",5,45,3,56,35,44,0,22,0,0,635,845,
"8105308",0,32,0,37,13,38,0,7,0,0,385,513,
"8106116",52,155,51,41,55,29,10,16,10,0,182,601,
"8103618",0,0,0,0,0,0,0,0,0,0,0,0,
"8107317",36,46,19,22,34,16,4,9,0,0,160,352,
"8108419",0,0,0,0,0,0,0,0,0,0,366,365,
"8103926",18,39,17,12,27,12,0,3,5,0,37,170,
"8103920",11,53,6,12,29,12,0,3,0,3,104,231,
"8103921",18,33,15,15,34,4,0,5,0,0,50,175,
"8112409",0,0,0,0,0,0,0,0,0,0,0,0,
"8104422",0,0,0,0,0,0,0,0,0,0,0,0,
"8101803",3,18,7,8,6,5,0,0,0,0,55,97,
"8108113",0,0,0,3,4,0,0,0,0,0,179,188,
"8104301",27,22,14,17,19,10,4,8,0,0,143,276,
"8112301",0,0,0,0,0,0,0,0,0,0,0,0,
"8104904",0,0,0,0,0,0,0,0,0,0,0,0,
"8107101",0,0,0,0,0,0,0,0,0,0,0,0,
"8107515",0,0,0,0,0,0,0,0,0,0,0,0,
"8100621",0,0,0,0,0,0,0,0,0,0,0,0,
"8103201",0,0,4,0,0,0,0,0,0,0,26,39,
"8111506",0,0,0,0,0,0,0,0,0,0,5,13,
"8114001",16,13,4,3,0,0,0,0,0,0,21,59,
"8113202",0,0,0,0,0,0,0,0,0,0,3,4,
"8113201",0,0,0,0,0,0,0,0,0,0,4,4,
"8108901",0,3,0,3,0,0,0,0,0,0,11,22,
"8114101",3,4,4,0,3,0,0,0,0,0,18,41,
"8101202",0,0,3,0,0,0,0,0,0,0,0,4,
"8109210",0,0,0,0,0,0,0,0,0,0,0,0,
"8111101",0,3,0,0,0,0,0,0,0,0,6,14,
"8111201",4,0,0,0,0,0,0,0,0,0,6,16,
"8104302",0,0,0,0,0,0,0,0,0,0,0,0,
"8113801",0,0,0,0,0,0,0,0,0,0,5,5,
"8111601",0,0,0,0,0,0,0,0,0,0,0,0,
"8114002",14,6,6,4,4,0,0,5,0,0,32,68,
"8113901",0,0,0,0,0,0,0,0,0,0,0,0,
"8111504",4,0,0,0,0,0,0,0,0,0,9,20,
"8114003",30,37,29,24,30,11,3,14,7,0,169,353,
"8111505",0,0,4,3,0,0,4,0,0,0,10,22,
"8112201",0,0,0,0,0,0,0,0,0,0,0,0,
"8101203",0,0,0,0,0,0,0,0,0,0,0,4,
"8114004",9,10,13,13,8,7,0,5,0,0,20,84,
"8112101",0,0,0,0,0,0,0,0,0,0,0,0,
"8111701",0,0,0,0,0,0,0,0,0,0,0,0,
"8111802",0,0,0,0,0,0,0,0,0,0,9,9,
"8113401",5,0,0,0,0,0,0,0,0,0,6,10,
"8113505",0,0,0,0,0,0,0,0,0,0,0,0,
"8113701",0,0,0,0,0,0,0,0,0,0,0,0,
"8113601",0,0,0,0,0,0,0,0,0,0,0,0,
"8112004",0,0,0,0,0,0,0,0,0,0,9,11,
"8979991",0,0,0,0,0,0,0,0,0,0,0,0,
"8949999",23,57,14,38,26,15,8,21,4,4,333,541,
"Total",32778,62718,19638,21695,34666,13956,4692,10355,4146,978,191772,397393,

"Data Source: Census of Population and Housing, 2016, TableBuilder"

"INFO","Cells in this table have been randomly adjusted to avoid the release of confidential data. No reliance should be placed on small cells."


"Copyright Commonwealth of Australia, 2018, see abs.gov.au/copyright"
"ABS data licensed under Creative Commons, see abs.gov.au/ccby"
