Australian Bureau of Statistics

"2016 Census - Selected Family Characteristics"
"SA1 by SSCF Same-Sex Couple Indicator"
"Counting: Families Location on Census Night"

Filters:
"Default Summation","Families Location on Census Night"

"SSCF Same-Sex Couple Indicator","Male same-sex couple","Female same-sex couple","Opposite-sex couple","Not applicable","Total",
"8109603",0,0,124,113,234,
"8109604",0,0,90,64,152,
"8109605",0,0,79,44,125,
"8109601",0,0,93,76,164,
"8109602",0,0,79,68,149,
"8111302",0,0,27,140,174,
"8111307",0,0,18,156,180,
"8111305",0,0,0,9,5,
"8111309",0,0,4,6,10,
"8108804",0,0,109,43,155,
"8108808",0,0,76,36,121,
"8108807",0,0,96,76,173,
"8108806",0,0,67,45,110,
"8108801",0,0,112,60,172,
"8108810",0,0,32,83,113,
"8108803",0,0,97,31,134,
"8108802",0,0,66,37,103,
"8108809",0,0,127,86,210,
"8108805",0,0,62,88,150,
"8111002",5,0,95,108,206,
"8111003",0,0,60,36,100,
"8111005",0,0,69,36,109,
"8111006",0,0,77,25,102,
"8111001",0,0,104,84,190,
"8111004",0,0,96,63,155,
"8108501",0,0,0,4,4,
"8106006",0,0,83,92,176,
"8106013",0,0,28,51,72,
"8106012",0,3,77,182,265,
"8106003",8,4,100,223,331,
"8106007",0,0,73,57,132,
"8106002",3,0,136,284,421,
"8106011",0,0,48,76,129,
"8106009",0,0,31,108,141,
"8109005",0,0,83,63,149,
"8109019",0,0,109,82,191,
"8109011",0,0,121,70,192,
"8109014",0,0,124,62,182,
"8109018",0,0,96,42,139,
"8109003",0,0,131,49,178,
"8109010",0,0,125,69,199,
"8109007",0,4,71,170,245,
"8109013",0,0,83,33,108,
"8109008",0,0,108,72,182,
"8109016",0,0,120,71,188,
"8109015",0,0,76,37,115,
"8109009",0,0,72,54,124,
"8109006",0,0,76,65,145,
"8109020",0,0,62,63,119,
"8109017",0,0,29,44,79,
"8109002",0,0,36,40,75,
"8109001",0,0,44,46,88,
"8109012",0,0,70,44,116,
"8109004",5,0,128,99,232,
"8109707",0,0,91,72,160,
"8109702",0,0,99,57,157,
"8109701",0,0,99,139,235,
"8109703",0,0,96,70,176,
"8109705",0,0,39,61,95,
"8109706",0,0,80,59,132,
"8109708",0,0,80,72,156,
"8106108",6,0,99,126,232,
"8106107",0,4,66,78,146,
"8106101",0,3,71,124,199,
"8106109",0,6,88,65,157,
"8106112",0,0,62,61,123,
"8106103",3,6,91,83,183,
"8106114",0,0,114,198,311,
"8106113",0,0,47,79,127,
"8106118",0,0,0,3,3,
"8106115",0,0,85,20,106,
"8106110",0,0,73,65,142,
"8106102",0,0,79,61,137,
"8106111",0,0,66,74,147,
"8106106",0,0,51,40,95,
"8106119",0,5,84,75,162,
"8106117",0,0,0,0,0,
"8102607",0,0,97,70,170,
"8102606",3,0,135,70,209,
"8102601",0,0,86,37,119,
"8102603",0,0,101,37,136,
"8102602",0,0,49,38,83,
"8102605",0,0,61,27,85,
"8102604",0,0,118,42,158,
"8109814",0,0,104,51,163,
"8109810",0,0,41,30,68,
"8109808",0,0,106,60,164,
"8109807",0,0,52,73,128,
"8109809",0,0,113,92,208,
"8109804",0,0,69,32,103,
"8109801",0,0,62,57,117,
"8109806",0,0,56,96,154,
"8109802",0,0,76,64,138,
"8113301",0,0,0,0,0,
"8107004",0,0,63,72,135,
"8107001",0,0,77,47,128,
"8107005",0,0,95,80,174,
"8107007",0,0,123,95,222,
"8107008",0,0,53,30,89,
"8107003",0,0,109,80,190,
"8107006",0,3,86,42,129,
"8107002",0,0,110,75,191,
"8106008",3,0,73,192,265,
"8105305",0,0,0,0,0,
"8108010",0,0,0,0,0,
"8103909",0,0,69,42,110,
"8103915",0,0,74,37,111,
"8104415",0,0,66,83,149,
"8104426",0,0,107,91,199,
"8104410",0,0,39,52,91,
"8104414",0,0,59,23,82,
"8104714",0,0,0,0,0,
"8101904",0,4,109,60,170,
"8101905",0,0,114,90,210,
"8101918",0,0,68,27,93,
"8101902",0,0,161,102,261,
"8101914",0,0,55,50,107,
"8107514",0,0,0,0,0,
"8100622",0,0,60,31,92,
"8103506",0,0,87,45,132,
"8103501",0,0,72,30,104,
"8103505",0,0,73,37,112,
"8103520",0,0,68,40,119,
"8103522",0,3,84,47,140,
"8103815",0,0,106,38,151,
"8103809",0,0,65,31,98,
"8103807",0,0,82,22,105,
"8103804",0,0,110,36,149,
"8103806",0,0,66,16,85,
"8103813",0,0,79,38,116,
"8103808",0,3,97,52,154,
"8103814",0,0,69,60,128,
"8103810",0,0,87,27,113,
"8103811",0,0,64,21,85,
"8103604",0,4,96,81,185,
"8103610",0,0,71,68,133,
"8103608",0,0,130,85,217,
"8103601",0,0,116,66,187,
"8103616",0,0,126,51,186,
"8111501",0,0,0,0,0,
"8111502",0,0,30,20,51,
"8103805",0,0,99,20,119,
"8113101",0,0,88,136,225,
"8104027",0,0,38,86,124,
"8112001",0,0,13,5,16,
"8105301",7,0,136,271,419,
"8107314",0,0,59,27,90,
"8105113",3,0,53,114,164,
"8103910",0,0,75,109,186,
"8100215",0,0,0,0,0,
"8103911",0,0,45,62,102,
"8100206",7,4,262,438,706,
"8103705",0,0,37,78,117,
"8113006",0,0,0,0,0,
"8103913",0,0,34,58,92,
"8103507",0,0,95,45,141,
"8103508",0,0,76,48,121,
"8105306",5,0,61,105,176,
"8108409",0,0,60,28,87,
"8103812",0,0,113,58,177,
"8103605",0,0,49,32,84,
"8113902",0,0,102,27,133,
"8113903",0,0,56,83,142,
"8103606",0,0,91,43,131,
"8113904",0,0,0,0,0,
"8109811",0,0,0,0,0,
"8109402",0,0,0,0,0,
"8101804",0,0,11,3,14,
"8111503",0,0,0,0,0,
"8103607",0,0,73,37,111,
"8103609",0,0,136,100,245,
"8103509",0,0,96,44,144,
"8113905",0,3,86,117,201,
"8113501",0,0,61,70,133,
"8100320",0,0,87,94,179,
"8113906",0,0,108,44,151,
"8103916",0,0,75,62,141,
"8103917",0,0,49,39,86,
"8101915",0,0,78,69,145,
"8104612",0,0,44,61,101,
"8110912",0,4,132,223,361,
"8112002",0,0,10,4,11,
"8100619",0,0,37,67,103,
"8100620",0,0,88,48,140,
"8113907",0,0,42,30,77,
"8109812",0,0,27,24,57,
"8103918",0,4,29,77,107,
"8109813",0,0,81,23,105,
"8103510",0,0,120,51,175,
"8103511",0,0,76,33,112,
"8103512",0,4,129,47,175,
"8103513",0,0,81,30,111,
"8103514",0,0,66,32,100,
"8103521",0,0,0,0,0,
"8103515",0,0,64,21,80,
"8103516",0,0,104,85,188,
"8103517",0,0,58,34,91,
"8103518",0,0,105,44,148,
"8103519",0,0,73,28,97,
"8111801",0,0,140,108,255,
"8103102",0,0,0,0,0,
"8103714",0,0,110,43,158,
"8103611",0,0,59,19,79,
"8103612",0,3,44,54,98,
"8103709",0,0,0,0,0,
"8103613",0,0,100,73,169,
"8103614",0,0,71,26,103,
"8103615",0,0,118,45,159,
"8103710",0,0,115,45,167,
"8103711",0,0,152,88,242,
"8103617",0,0,99,49,144,
"8103712",0,0,31,11,44,
"8103713",0,0,80,24,106,
"8111308",0,0,0,0,4,
"8104424",0,0,103,44,145,
"8101916",0,6,76,58,136,
"8113110",0,3,187,320,512,
"8113111",0,0,3,0,5,
"8101917",0,0,65,47,117,
"8101919",0,0,95,63,162,
"8104416",0,0,103,52,156,
"8104417",0,0,83,35,118,
"8104418",0,0,65,54,121,
"8104419",0,3,69,108,180,
"8104420",0,0,87,109,193,
"8104421",0,0,68,90,160,
"8113502",3,0,128,87,215,
"8104631",0,0,72,20,94,
"8104632",3,0,154,80,232,
"8113908",0,3,87,45,132,
"8113909",0,0,56,128,181,
"8113910",0,0,95,165,269,
"8113503",0,3,120,75,201,
"8113504",0,0,109,58,163,
"8104633",0,6,91,42,137,
"8112003",0,0,0,0,0,
"8106010",4,4,54,143,201,
"8104021",0,0,4,29,36,
"8104022",0,0,54,83,141,
"8104023",0,0,0,0,0,
"8111507",0,0,0,0,0,
"8105307",0,0,0,0,0,
"8105308",0,0,0,3,3,
"8106116",0,0,126,179,308,
"8103618",0,0,0,0,0,
"8107317",0,0,87,32,121,
"8108419",0,0,37,105,148,
"8103926",0,0,39,57,101,
"8103920",0,0,47,67,117,
"8103921",0,0,39,60,101,
"8112409",0,0,0,0,0,
"8104422",0,0,0,0,0,
"8101803",0,0,20,18,38,
"8108113",0,0,41,81,122,
"8104301",0,0,70,40,111,
"8112301",0,0,0,0,0,
"8104904",0,0,0,0,0,
"8107101",0,0,0,0,0,
"8107515",0,0,0,0,0,
"8100621",0,0,0,0,0,
"8103201",0,0,8,3,11,
"8111506",0,0,4,3,6,
"8114001",0,0,7,10,21,
"8113202",0,0,0,5,5,
"8113201",0,0,0,3,3,
"8108901",0,0,0,9,11,
"8114101",0,0,10,6,18,
"8101202",0,0,0,0,0,
"8109210",0,0,0,0,0,
"8111101",0,0,3,3,3,
"8111201",0,0,5,0,0,
"8104302",0,0,0,0,0,
"8113801",0,0,0,0,0,
"8111601",0,0,0,0,0,
"8114002",0,0,18,20,36,
"8113901",0,0,0,0,0,
"8111504",0,0,0,8,13,
"8114003",0,0,79,32,114,
"8111505",0,0,4,0,9,
"8112201",0,0,0,0,0,
"8101203",0,0,0,0,5,
"8114004",0,0,11,10,23,
"8112101",0,0,0,0,0,
"8111701",0,0,0,0,0,
"8111802",0,0,0,0,0,
"8113401",0,0,0,0,0,
"8113505",0,0,0,0,0,
"8113701",0,0,0,0,3,
"8113601",0,0,0,0,0,
"8112004",0,0,0,0,0,
"8979991",0,0,0,0,0,
"Total",554,655,85239,74583,161023,

"Data Source: Census of Population and Housing, 2016, TableBuilder"

"INFO","Cells in this table have been randomly adjusted to avoid the release of confidential data. No reliance should be placed on small cells."


"Copyright Commonwealth of Australia, 2018, see abs.gov.au/copyright"
"ABS data licensed under Creative Commons, see abs.gov.au/ccby"
