Australian Bureau of Statistics

"2016 Census - Selected Family Characteristics"
"SA1 by SSCF Same-Sex Couple Indicator"
"Counting: Families Location on Census Night"

Filters:
"Default Summation","Families Location on Census Night"

"SSCF Same-Sex Couple Indicator","Male same-sex couple","Female same-sex couple","Opposite-sex couple","Not applicable","Total",
"8107404",0,0,62,99,162,
"8107406",0,0,105,80,188,
"8107403",0,0,74,38,116,
"8107408",0,0,69,22,86,
"8107401",0,0,108,63,168,
"8107411",0,0,112,63,178,
"8107409",0,0,103,63,165,
"8107413",0,0,76,42,122,
"8107412",0,0,49,57,108,
"8105302",4,3,87,193,288,
"8105309",4,0,9,66,80,
"8105310",8,9,140,342,492,
"8107509",0,0,55,15,72,
"8107504",0,0,73,132,207,
"8107516",0,3,118,122,239,
"8107502",0,0,82,29,117,
"8107512",0,0,71,30,108,
"8107503",0,0,94,45,143,
"8107505",0,0,117,66,181,
"8107506",0,0,89,78,171,
"8107507",0,0,87,60,146,
"8107513",0,0,78,36,117,
"8107510",0,0,124,66,189,
"8107508",0,0,80,20,97,
"8107517",0,0,81,25,104,
"8100504",0,0,66,103,175,
"8100508",0,0,49,34,78,
"8100507",0,0,79,37,117,
"8100505",0,0,84,132,219,
"8100509",0,0,87,78,160,
"8100506",0,0,38,57,96,
"8100501",0,0,58,67,125,
"8100502",0,0,96,77,178,
"8100503",0,0,76,36,115,
"8110007",0,0,58,37,97,
"8110006",0,0,89,73,160,
"8110009",0,3,95,113,213,
"8110002",0,0,99,42,144,
"8110012",0,0,103,86,190,
"8110005",0,0,135,68,204,
"8110010",0,0,106,77,183,
"8110008",0,0,134,120,255,
"8110004",0,0,142,114,252,
"8110003",0,0,56,34,93,
"8110001",0,0,115,65,180,
"8110011",0,0,56,39,101,
"8106207",0,0,79,62,138,
"8106205",0,0,105,70,176,
"8106203",0,0,0,4,4,
"8106204",0,0,68,59,129,
"8106201",0,3,115,175,294,
"8106208",0,0,65,36,106,
"8106206",0,0,68,26,91,
"8106209",0,0,62,39,104,
"8106202",0,0,113,68,179,
"8105404",4,0,74,91,170,
"8105406",0,5,102,129,237,
"8105401",0,0,87,137,223,
"8105403",0,0,95,203,303,
"8105405",0,0,28,36,63,
"8105503",0,0,64,88,158,
"8105508",0,6,126,125,253,
"8105507",0,0,90,92,186,
"8105502",0,0,65,71,139,
"8105505",0,0,65,90,149,
"8105509",0,0,66,79,142,
"8105504",0,0,66,91,155,
"8105506",0,3,68,107,171,
"8105501",0,4,91,101,192,
"8109205",0,0,78,41,112,
"8109201",0,0,96,140,236,
"8109204",0,0,76,44,119,
"8109208",0,0,109,68,176,
"8109207",0,0,77,54,133,
"8109202",0,0,95,59,151,
"8109209",0,0,17,22,41,
"8109206",0,0,83,34,118,
"8109203",0,0,91,62,151,
"8100605",0,0,97,40,141,
"8100604",0,0,62,37,109,
"8100615",0,0,50,28,78,
"8100617",0,0,92,87,181,
"8100612",0,0,126,56,187,
"8100608",0,0,91,72,165,
"8100609",0,0,88,35,123,
"8100606",0,0,85,42,118,
"8100614",0,0,90,35,127,
"8100618",0,0,73,40,112,
"8100602",0,0,46,14,65,
"8100611",0,0,88,95,189,
"8100623",0,0,80,40,122,
"8100607",3,0,97,50,152,
"8100610",0,0,80,49,128,
"8100616",0,0,128,60,189,
"8100613",0,0,62,27,85,
"8112501",0,3,127,18,153,
"8112502",0,0,0,3,3,
"8100710",0,4,84,67,153,
"8100705",0,0,114,51,167,
"8100706",0,0,75,88,162,
"8100707",0,0,116,56,180,
"8100701",0,0,118,77,196,
"8100702",0,0,59,35,100,
"8100704",0,0,45,39,85,
"8100703",0,0,119,58,180,
"8100714",0,0,59,43,100,
"8100711",0,0,131,95,226,
"8100713",0,0,76,54,125,
"8100712",0,0,81,77,159,
"8100709",0,0,67,74,140,
"8100708",0,0,71,45,116,
"8107605",0,0,94,36,134,
"8107608",0,0,100,47,154,
"8107609",0,0,65,28,92,
"8107607",0,0,0,0,0,
"8107603",0,0,106,62,168,
"8107602",0,0,106,40,143,
"8107606",0,0,117,43,163,
"8107601",0,0,85,32,123,
"8107604",0,0,102,37,139,
"8110110",0,0,61,32,95,
"8110109",0,0,100,30,130,
"8110108",0,4,117,64,183,
"8110107",6,0,112,70,191,
"8110106",3,0,46,75,121,
"8110101",0,0,55,54,104,
"8110105",0,0,98,49,152,
"8110104",0,0,79,34,115,
"8110102",0,0,95,43,142,
"8109304",0,0,165,107,272,
"8109301",0,3,83,157,238,
"8109306",0,0,117,116,236,
"8109303",0,0,99,79,175,
"8109305",0,0,122,96,220,
"8109302",0,0,55,43,96,
"8100801",0,0,73,93,158,
"8100811",0,0,59,23,82,
"8100812",0,0,75,87,165,
"8100807",3,0,136,122,258,
"8100810",0,0,74,74,150,
"8100803",0,0,90,82,168,
"8100802",0,0,119,74,192,
"8100806",0,0,89,34,120,
"8100805",0,0,106,88,191,
"8100808",0,0,67,103,178,
"8100804",0,0,48,92,136,
"8100809",0,0,118,70,196,
"8100902",0,0,61,38,103,
"8100908",0,0,92,41,129,
"8100904",0,0,93,28,120,
"8100905",0,0,78,35,114,
"8100909",0,0,58,50,110,
"8100906",0,0,100,45,152,
"8100901",0,0,90,50,138,
"8100910",0,0,80,58,140,
"8100907",0,0,57,49,106,
"8100903",0,0,101,56,160,
"8106301",5,0,151,238,396,
"8106303",0,0,110,65,171,
"8106304",0,0,52,21,75,
"8106302",0,0,64,31,88,
"8101005",0,0,132,75,209,
"8101004",0,0,91,47,131,
"8101001",0,0,80,67,142,
"8101003",0,0,109,47,155,
"8101002",0,0,78,49,124,
"8113002",0,0,0,4,4,
"8113003",0,0,0,6,6,
"8113007",0,0,0,4,4,
"8113005",0,0,0,0,0,
"8113004",0,0,0,0,0,
"8110206",0,0,60,31,97,
"8110203",4,0,100,70,178,
"8110202",0,0,121,96,222,
"8110205",0,0,63,29,93,
"8110204",0,0,92,21,110,
"8110209",0,0,71,31,102,
"8110211",0,0,87,57,139,
"8110201",0,0,0,0,0,
"8110210",0,0,0,6,6,
"8110207",0,0,158,204,361,
"8107708",0,0,0,0,0,
"8107703",0,0,81,48,126,
"8107706",0,0,71,43,114,
"8107705",0,0,97,70,169,
"8107704",0,0,71,64,133,
"8107701",0,0,138,96,231,
"8107707",0,0,93,30,122,
"8107702",0,0,68,80,146,
"8101101",0,0,158,77,235,
"8101103",0,0,151,92,240,
"8101107",0,0,0,0,0,
"8101102",0,0,80,56,138,
"8101108",0,0,47,35,80,
"8101104",0,0,114,86,195,
"8101110",0,0,45,53,97,
"8101105",0,0,58,57,117,
"8101106",0,0,45,43,83,
"8101109",0,0,67,39,106,
"8107805",0,0,83,69,149,
"8107821",0,0,111,39,148,
"8107819",0,0,59,28,84,
"8107818",0,0,107,37,147,
"8107809",0,0,63,26,92,
"8107820",0,0,101,45,148,
"8107810",0,0,133,110,251,
"8107801",0,0,73,120,191,
"8107813",0,0,76,51,125,
"8107802",0,0,64,36,101,
"8107807",0,0,55,52,107,
"8107804",0,0,45,73,126,
"8107803",0,0,74,83,156,
"8107814",0,0,119,38,154,
"8107815",0,4,61,81,144,
"8107811",0,0,113,122,236,
"8107808",0,0,85,84,171,
"8107817",0,0,63,27,92,
"8107812",0,0,55,75,129,
"8107816",0,0,65,24,92,
"8107806",0,0,78,78,156,
"8107903",0,0,108,74,189,
"8107904",0,0,91,36,130,
"8107906",0,0,91,50,135,
"8107905",0,0,88,52,145,
"8107907",0,0,69,44,117,
"8107901",0,0,64,35,102,
"8107908",0,0,59,34,95,
"8107909",0,0,51,55,107,
"8107902",0,0,87,54,143,
"8108009",0,0,0,0,0,
"8108005",0,0,39,36,69,
"8108002",0,0,72,125,204,
"8108006",0,0,49,109,156,
"8108008",0,0,0,0,0,
"8108003",0,0,116,127,242,
"8108011",3,0,127,159,292,
"8108007",0,0,0,3,3,
"8106405",4,0,144,113,259,
"8106416",0,0,69,47,120,
"8106417",0,0,7,36,44,
"8106402",0,0,137,63,209,
"8106403",0,0,52,65,115,
"8106404",0,0,71,201,271,
"8106407",0,0,69,20,91,
"8106413",0,0,94,47,144,
"8106409",0,0,0,0,0,
"8106410",0,0,32,68,108,
"8106401",0,0,53,119,168,
"8106411",0,0,105,279,387,
"8106414",0,0,9,89,93,
"8106415",0,0,70,43,115,
"8104018",0,0,0,0,0,
"8104005",0,0,95,47,146,
"8104007",0,0,109,74,180,
"8104024",0,0,63,35,98,
"8104025",0,0,60,85,141,
"8104008",3,0,121,62,188,
"8104002",5,0,80,41,124,
"8104017",0,0,75,69,143,
"8104006",0,4,59,48,110,
"8104001",0,0,129,133,268,
"8104019",0,0,56,27,83,
"8104016",0,0,0,0,0,
"8104020",0,0,0,0,0,
"8104026",0,0,134,182,310,
"8104013",0,0,70,46,118,
"8104011",0,0,0,0,0,
"8104015",0,3,94,37,132,
"8104401",0,0,135,65,209,
"8104402",0,0,135,61,203,
"8104412",0,0,64,29,92,
"8104423",0,0,87,34,115,
"8111901",0,0,0,0,3,
"8103927",0,0,114,77,198,
"8103907",0,0,60,23,83,
"8103922",0,0,101,39,141,
"8103912",0,0,86,32,114,
"8103924",0,4,95,36,127,
"8103923",0,3,98,63,164,
"8103908",0,0,51,49,96,
"8103925",0,0,92,41,140,
"8103919",0,0,53,33,81,
"8103914",0,0,113,59,167,
"8103708",4,0,128,45,174,
"8104502",0,0,0,0,0,
"8103703",0,3,100,84,185,
"8103707",3,0,81,50,136,
"8103702",0,0,83,76,166,
"8103704",0,0,126,36,164,
"8103706",0,0,90,10,101,
"8105604",0,0,85,82,167,
"8105602",0,5,111,115,225,
"8105606",0,0,56,19,79,
"8105605",0,4,108,69,183,
"8105601",0,7,105,112,222,
"8105603",0,3,93,114,217,
"8105607",0,4,91,46,144,
"8111303",0,0,0,0,0,
"8104425",0,0,0,0,0,
"8104411",0,0,69,39,112,
"8104413",0,0,85,22,107,
"8104405",0,0,109,38,146,
"8104404",0,0,133,65,193,
"8104409",0,0,89,28,121,
"8101304",0,0,80,20,99,
"8101302",0,0,86,199,285,
"8101310",0,0,65,35,99,
"8101303",0,0,98,32,136,
"8101307",0,0,40,73,115,
"8101305",0,0,107,46,147,
"8101306",0,0,87,42,132,
"8101308",0,0,87,26,113,
"8101309",0,0,0,0,0,
"8101301",0,0,43,60,108,
"8101404",0,0,113,77,195,
"8101406",0,0,45,60,103,
"8101402",0,0,109,76,182,
"8101403",0,0,126,98,227,
"8101407",0,0,132,107,244,
"8101405",0,4,77,81,161,
"8101401",0,0,63,56,117,
"8109404",4,0,147,149,303,
"8109405",0,0,133,69,200,
"8109406",0,0,101,122,219,
"8109403",0,0,52,40,89,
"8109401",3,0,105,50,157,
"8109407",0,0,87,64,147,
"8101511",0,0,52,50,100,
"8101505",0,0,116,103,216,
"8101506",0,0,50,126,183,
"8101515",0,0,56,172,230,
"8101501",0,0,117,187,309,
"8101514",0,0,0,0,0,
"8101513",0,0,45,101,149,
"8101508",0,0,74,63,139,
"8101510",0,0,81,62,142,
"8101503",0,0,70,67,140,
"8101502",0,0,53,62,112,
"8101509",0,0,84,65,156,
"8101504",0,0,79,60,136,
"8101512",0,0,50,80,131,
"8110301",0,0,66,162,229,
"8110306",0,0,95,73,172,
"8110303",0,0,69,53,130,
"8110307",0,0,106,71,179,
"8110308",0,0,31,58,90,
"8110305",0,0,64,39,101,
"8110302",0,0,86,41,127,
"8110304",0,0,104,45,151,
"8103103",0,0,0,0,5,
"8110401",0,0,168,77,253,
"8110406",0,0,0,0,0,
"8110403",0,0,119,57,179,
"8110402",0,0,75,67,141,
"8110404",0,0,119,55,172,
"8110405",0,0,133,88,222,
"8108105",0,0,83,53,136,
"8108112",0,0,57,76,131,
"8108114",0,0,39,55,99,
"8108103",0,0,111,62,177,
"8108108",0,0,105,89,191,
"8108109",0,0,92,28,122,
"8108104",0,0,79,28,106,
"8108101",0,0,78,89,171,
"8108102",0,0,62,72,131,
"8108106",0,0,84,58,150,
"8108111",0,0,82,34,116,
"8111304",0,0,5,0,3,
"8111306",0,0,0,0,0,
"8101602",0,0,46,26,73,
"8101606",0,0,124,69,194,
"8101615",0,0,105,72,177,
"8101613",0,0,69,135,197,
"8101612",0,0,108,89,196,
"8101616",0,0,110,74,187,
"8101603",0,0,111,86,203,
"8101610",0,0,53,33,85,
"8101605",0,0,83,69,148,
"8101604",0,0,87,72,162,
"8101614",0,0,121,31,156,
"8101619",0,0,98,60,160,
"8101608",0,0,0,0,0,
"8101618",0,0,86,62,148,
"8101607",0,0,63,29,91,
"8101601",0,0,95,65,157,
"8101617",0,0,98,57,162,
"8101609",0,0,114,61,168,
"8101611",0,4,87,42,132,
"8108240",0,0,50,25,78,
"8108219",0,0,111,107,217,
"8108235",0,0,120,92,217,
"8108203",0,4,93,128,225,
"8108207",0,0,102,93,200,
"8108226",0,0,79,115,197,
"8108214",0,0,48,42,92,
"8108225",0,0,61,43,107,
"8108217",0,4,94,54,154,
"8108211",0,0,87,51,138,
"8108210",0,0,110,83,193,
"8108209",0,0,61,38,99,
"8108241",0,0,100,77,176,
"8108215",0,0,62,243,308,
"8108204",0,0,87,42,123,
"8108213",0,0,127,87,214,
"8108227",0,0,85,59,145,
"8108220",4,0,81,98,184,
"8108228",0,0,49,33,85,
"8108230",0,0,78,43,119,
"8108229",0,0,128,52,177,
"8108224",0,0,94,75,168,
"8108233",0,0,58,50,111,
"8108201",0,0,48,80,123,
"8108238",0,0,103,28,127,
"8108232",0,0,89,15,110,
"8108212",0,0,90,54,140,
"8108218",0,0,87,51,137,
"8108236",0,0,134,76,207,
"8108202",6,0,52,41,93,
"8108222",0,0,87,63,154,
"8108231",0,0,65,77,148,
"8108223",0,0,55,50,105,
"8108208",0,0,51,30,78,
"8108221",0,0,60,55,119,
"8108237",0,0,122,30,153,
"8108216",0,0,74,99,172,
"8108234",0,0,55,55,111,
"8108205",0,0,59,61,123,
"8108239",3,0,62,38,108,
"8108206",0,0,63,42,105,
"8113103",0,3,132,226,362,
"8113102",0,0,49,53,97,
"8113105",3,0,152,288,446,
"8113107",0,3,66,155,225,
"8113104",0,0,30,69,101,
"8113108",0,0,79,150,230,
"8113106",0,0,0,0,0,
"8113109",0,0,94,177,269,
"8101709",0,0,87,48,133,
"8101707",0,0,81,115,197,
"8101708",0,0,37,34,70,
"8101703",3,0,135,108,246,
"8101705",0,0,70,87,161,
"8101706",0,0,144,77,221,
"8101702",0,0,113,90,204,
"8101704",0,0,74,49,121,
"8101701",0,0,67,54,117,
"8105705",0,0,108,118,223,
"8105704",0,0,61,90,148,
"8105703",0,0,60,71,126,
"8105709",0,3,78,150,232,
"8105702",0,0,66,62,126,
"8105708",3,0,88,104,196,
"8105714",0,0,45,65,113,
"8105706",0,0,46,142,190,
"8105715",4,0,35,81,112,
"8105711",5,8,168,322,497,
"8105713",0,4,62,67,132,
"8105712",0,0,47,170,220,
"8105701",0,4,98,90,189,
"8110505",0,0,79,77,154,
"8110507",0,0,119,238,355,
"8110503",0,0,71,118,190,
"8110506",0,0,105,93,196,
"8110502",0,0,116,132,250,
"8110501",0,0,0,0,0,
"8110504",0,3,137,203,346,
"8102105",0,0,176,77,258,
"8102102",0,0,98,54,147,
"8102103",0,0,133,79,210,
"8102101",0,0,129,133,262,
"8102104",0,0,118,57,180,
"8101802",0,0,0,0,0,
"8108301",0,0,142,43,186,
"8108303",0,0,125,60,182,
"8108302",0,0,102,48,154,
"8101906",0,0,68,43,109,
"8101909",0,0,92,67,166,
"8101908",0,0,120,58,180,
"8101912",0,0,76,58,133,
"8101907",0,0,130,65,197,
"8101910",0,0,87,70,153,
"8101913",0,0,88,71,151,
"8101911",0,0,90,90,179,
"8102006",0,0,59,61,127,
"8102007",0,0,59,93,150,
"8102008",0,0,87,68,155,
"8102003",0,0,57,52,106,
"8102001",0,0,66,39,105,
"8102005",0,0,73,190,261,
"8102002",0,0,67,93,167,
"8102004",0,0,55,48,109,
"8111401",0,0,23,22,50,
"8110607",0,0,114,76,192,
"8110602",0,0,127,90,224,
"8110601",0,0,118,77,202,
"8110603",0,0,100,81,182,
"8110604",0,0,45,98,148,
"8110605",0,3,108,192,301,
"8110606",0,0,129,59,190,
"8102205",0,0,135,85,221,
"8102207",0,0,115,64,178,
"8102208",0,0,74,34,110,
"8102201",0,0,45,25,73,
"8102204",0,0,108,106,213,
"8102202",0,0,75,26,107,
"8102206",0,0,80,36,113,
"8102203",0,0,80,149,231,
"8104503",0,0,0,0,0,
"8104504",0,0,0,0,0,
"8108405",0,0,100,55,159,
"8108404",0,0,76,80,160,
"8108410",0,0,63,24,94,
"8108414",0,0,44,84,129,
"8108406",0,0,68,29,99,
"8108415",0,0,79,62,136,
"8108417",0,0,72,91,159,
"8108413",0,0,61,28,86,
"8108408",0,0,88,56,144,
"8108418",0,0,56,31,89,
"8108401",0,0,48,32,82,
"8108412",0,0,81,91,173,
"8108407",0,0,71,35,109,
"8108411",0,0,92,53,147,
"8108403",0,0,75,46,124,
"8108402",0,0,58,21,86,
"8108420",0,0,0,0,0,
"8106708",0,0,99,50,150,
"8106709",0,0,49,64,118,
"8106712",0,0,85,52,136,
"8106710",0,0,74,59,131,
"8106701",0,0,72,80,150,
"8106714",0,0,63,48,114,
"8106716",0,0,50,43,93,
"8106707",0,0,48,80,131,
"8106719",0,0,80,147,224,
"8106713",0,0,88,42,133,
"8106718",0,0,5,7,14,
"8106715",0,0,76,124,202,
"8106703",0,0,55,69,123,
"8106704",0,0,64,95,154,
"8106706",0,0,77,102,178,
"8106705",0,0,53,89,146,
"8106702",0,0,48,86,137,
"8106717",0,0,73,104,175,
"8104628",0,5,78,63,140,
"8104636",0,0,68,56,130,
"8104637",0,0,73,41,111,
"8104617",0,0,123,66,187,
"8104605",0,0,58,62,122,
"8104618",0,0,78,66,147,
"8104622",0,0,69,64,132,
"8104613",0,0,90,45,136,
"8104630",0,0,64,57,119,
"8104616",0,0,37,58,99,
"8104602",0,0,79,131,212,
"8104625",0,0,99,63,163,
"8104604",0,0,65,38,102,
"8104606",0,0,74,75,145,
"8104626",0,0,74,67,138,
"8104635",0,0,55,56,112,
"8104609",0,0,56,64,116,
"8104634",0,0,76,67,138,
"8104601",0,0,58,28,88,
"8104619",0,0,56,73,138,
"8104620",0,0,58,75,133,
"8104627",0,0,82,78,158,
"8104623",0,0,114,85,201,
"8104621",0,0,77,73,151,
"8104614",0,0,72,30,106,
"8104603",0,0,64,9,73,
"8104607",0,0,47,52,97,
"8104629",0,0,12,13,19,
"8104624",0,0,0,0,0,
"8104719",0,0,106,53,156,
"8104715",0,0,81,23,108,
"8104716",0,0,119,29,141,
"8104711",0,0,106,76,181,
"8104706",0,0,87,47,133,
"8104710",0,0,113,32,144,
"8104703",0,0,125,30,158,
"8104707",0,0,54,24,75,
"8104717",0,0,134,38,171,
"8104702",5,0,100,51,155,
"8104718",0,0,127,28,156,
"8104708",0,0,74,59,140,
"8104709",0,0,70,41,114,
"8104713",0,0,102,64,165,
"8104712",0,0,48,64,120,
"8104701",0,0,75,21,98,
"8104704",0,0,57,21,79,
"8104705",0,0,114,36,147,
"8111301",0,0,50,101,148,
"8105807",0,3,126,79,210,
"8105812",0,0,68,78,146,
"8105811",0,0,95,149,239,
"8105808",0,0,109,88,201,
"8105809",0,4,69,55,124,
"8105802",0,5,88,102,198,
"8105814",0,0,0,0,0,
"8105806",0,0,62,91,152,
"8105804",0,0,59,74,136,
"8105803",0,0,81,102,187,
"8105813",3,6,96,209,316,
"8105801",0,3,105,100,211,
"8105805",0,0,44,59,106,
"8105810",0,0,46,80,131,
"8110702",0,0,167,64,226,
"8110701",0,0,91,49,138,
"8108603",0,0,100,70,169,
"8108601",0,0,63,51,110,
"8108602",0,0,58,33,94,
"8108605",0,0,98,89,182,
"8108604",0,0,57,27,90,
"8102301",0,0,105,94,196,
"8102303",0,0,105,111,214,
"8102307",0,0,69,180,250,
"8102305",0,3,59,77,140,
"8102306",0,0,84,56,138,
"8102304",0,4,94,148,238,
"8102302",0,0,61,59,112,
"8104813",0,0,71,40,106,
"8104801",0,0,81,37,113,
"8104808",3,0,88,66,149,
"8104803",0,0,72,57,126,
"8104809",0,0,116,67,179,
"8104802",0,0,113,84,201,
"8104814",0,0,125,93,221,
"8104811",0,0,89,31,124,
"8104810",0,0,74,45,126,
"8104805",0,5,101,104,207,
"8104804",0,0,75,94,166,
"8104807",0,0,75,31,109,
"8104806",0,0,70,62,133,
"8104812",0,3,111,117,235,
"8112601",0,0,0,0,0,
"8106801",0,0,0,4,4,
"8110806",0,0,92,40,134,
"8110802",0,0,48,63,105,
"8110807",3,0,119,127,240,
"8110804",0,0,97,137,231,
"8110801",0,0,0,0,0,
"8110805",0,0,87,62,152,
"8110803",0,0,129,104,233,
"8110904",0,0,0,0,0,
"8110908",0,0,70,163,238,
"8110907",0,0,63,97,158,
"8110906",0,0,94,137,237,
"8110910",0,3,88,110,201,
"8110911",0,0,0,0,0,
"8110903",0,0,0,0,0,
"8110905",0,0,31,110,145,
"8110914",0,0,0,10,10,
"8110901",0,0,59,96,153,
"8110913",0,0,35,97,140,
"8106909",0,0,86,36,120,
"8106903",0,0,90,36,134,
"8106902",0,0,55,28,72,
"8106904",0,0,47,124,172,
"8106906",0,0,96,106,207,
"8106905",0,0,120,137,259,
"8106907",0,0,93,38,124,
"8106901",0,0,67,33,94,
"8106908",0,0,0,0,0,
"8112704",0,0,67,44,115,
"8112703",3,0,100,130,231,
"8112701",0,0,38,185,224,
"8112702",0,3,61,256,317,
"8108703",0,0,118,127,250,
"8108701",0,0,86,71,160,
"8108707",0,0,64,44,104,
"8108704",0,0,44,75,115,
"8108706",0,0,149,83,230,
"8108705",0,0,85,95,183,
"8108702",0,0,85,74,152,
"8109501",0,0,52,54,111,
"8109508",0,0,108,82,198,
"8109502",0,0,81,45,131,
"8109504",0,0,78,89,170,
"8109505",0,0,99,78,179,
"8109507",0,0,78,82,169,
"8109506",0,0,61,65,122,
"8109509",0,0,75,75,155,
"8109503",0,0,45,72,112,
"8112801",0,0,0,0,0,
"8102406",0,3,83,82,167,
"8102405",0,0,56,50,106,
"8102407",0,0,54,80,139,
"8102408",0,3,94,108,211,
"8102402",0,0,101,133,238,
"8102401",0,0,41,78,119,
"8102404",0,0,59,50,114,
"8102403",0,0,76,69,149,
"8102504",0,0,117,92,215,
"8102501",0,0,58,78,142,
"8102506",0,0,126,65,192,
"8102502",0,0,98,61,159,
"8102503",0,5,106,84,195,
"8102505",0,0,66,33,100,
